universities,careers,inscription_dates,names,sexo,birth_dates,locations,emails
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,27-12-2020,KIMBERLY-REYNOLDS,F,23-03-1969,VILLA-SAUCE,DANIELCOLE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,15-01-2021,ZACHARY-PORTER,M,22-01-1934,COSTA-DEL-RIO-AZUL,ANDREA29@YAHOO.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,25-11-2020,BRUCE-OBRIEN,M,27-05-1921,BARRO-NEGRO,BBROWN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,15-01-2021,DENISE-LOPEZ,F,24-10-1980,AGUA-BLANCA,MORROWDAWN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,01-09-2020,RENEE-PITTMAN,F,28-08-1940,CAMPO-QUIRNO,ADAMSVICTOR@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,04-10-2020,CAROL-GRAY,F,07-06-1929,EL-PEREGRINO,SMITHWILLIAM@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,21-09-2020,EDGAR-WARD,M,07-07-1915,ALDEA-BELEIRO,JESSICA09@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,20-09-2020,CRYSTAL-MASON-DVM,F,10-11-2013,CARLOS-SALAS,ANDERSONRICHARD@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,28-11-2020,WILLIAM-GORDON,M,13-03-1919,CAFFERATA,DAVIDCAMPBELL@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,25-01-2021,THERESA-TAYLOR,F,12-12-1943,ACONQUIJA,KYLESTEWART@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-09-2020,DEVIN-TRAN,M,28-05-1997,CAMPO-EL-BERMEJO,HANSENJOHNNY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,10-11-2020,HOLLY-DAVIS,F,24-11-1957,SAN-BERNARDO-DEL-TUYU,JACOB72@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,19-10-2020,BETTY-YOUNG,F,21-03-1918,ANTONIO-DE-LOS-HEROS,VWANG@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,27-10-2020,TROY-DUFFY,M,25-07-2020,ARROYO-SAN-JUAN,BMORRIS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,07-09-2020,THOMAS-SANCHEZ,M,15-04-1920,ARROYO-SALADO,JACKSONJOAN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,25-10-2020,TARA-PARKS,F,02-11-1977,COLONIA-EL-AGUARA,DANIELNEAL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,30-09-2020,AMBER-HUFF,F,27-12-1911,AVANZADA,EBECKER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,02-10-2020,TROY-SMITH,M,12-07-1984,DOCTOR-DOMINGO-HAROSTEGUY,HUNTDAVID@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,23-12-2020,PHILLIP-WRIGHT,M,28-09-1998,LA-INES,MELINDA19@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,28-12-2020,VICTORIA-ROSS,F,20-05-1958,ALTAMIRA,JASON23@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,27-10-2020,TIFFANY-RYAN,F,11-01-1969,CATINZACO,GREENSCOTT@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,16-10-2020,REGINA-WILSON,F,13-05-1934,AGUADITAS,ALEC77@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,29-01-2021,MARIA-BATES,F,25-04-1982,EL-PINO,JLANE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,06-11-2020,JESSICA-WALLACE,F,18-10-1956,AGUADA-A-PIQUE,LOWERYJENNIFER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,31-01-2021,TAMARA-PROCTOR,F,05-02-1958,ADOLFO-GONZALES-CHAVES,SROSS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,02-09-2020,JOSEPH-WHITNEY,M,07-05-1950,DHO,FMOSLEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,19-12-2020,MATTHEW-CUMMINGS,M,01-07-1987,22-DE-MAYO,JAMES36@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,11-01-2021,ANDREW-HERNANDEZ,M,30-06-1916,BREA-CHIMPANA,NORMANHOLLY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,02-09-2020,ALEXANDRIA-RAMIREZ,F,17-06-1951,SAN-ANTONIO-DE-OBLIGADO,BRIAN23@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,22-12-2020,GARY-LAM,M,03-03-1909,BUENA-VISTA,VALERIEMOORE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,20-11-2020,KENNETH-SULLIVAN,M,28-12-1998,CINCO-SALTOS,TROCHA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,16-10-2020,MELANIE-JOHNSON,F,14-11-1960,ARROYO-ALELI,LADAMS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,01-11-2020,CHRISTOPHER-ORTIZ,M,17-08-1959,BARRIO-GRAL-JOSE-DE-SAN-MARTIN,BOONEJOHN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,10-12-2020,MADELINE-FRY,F,29-05-1921,AGUA-COLORADA,CARTERCHRISTOPHER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,19-12-2020,JENNIFER-VAUGHAN,F,26-06-2014,LOS-LAURELES,KAREN57@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,06-09-2020,ELIZABETH-RODRIGUEZ,F,05-11-1941,COLONIA-LA-BLANQUITA,JUSTIN51@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,16-12-2020,BRANDON-WILLIAMS,M,30-08-2008,DINA-HUAPI,MONIQUEBLAKE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,28-01-2021,MATTHEW-CRAWFORD,M,16-07-1989,ALBARDON,HARPERBRENDA@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,11-12-2020,ANDRE-ONEAL,M,11-04-2007,ALBARELLOS,HALEY33@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,09-09-2020,DANIELLE-GARCIA-MD,F,08-01-1985,23-DE-AGOSTO,HANNAH36@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,17-10-2020,JERRY-BARTLETT,M,27-08-1962,ESTACION-SALADAS,KESTES@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,12-09-2020,KAITLYN-ROTH,F,31-08-1947,CIPOLLETTI,BRITTNEY34@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,13-11-2020,JESSICA-THOMPSON,F,08-06-2008,ARROYO-PALMAR,HROBERTS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,04-12-2020,MARTIN-POWELL,M,23-08-1942,BARRIENTOS,WILLIAM11@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,15-11-2020,JAMES-HALE,M,26-09-2010,4-DE-NOVIEMBRE,LFOLEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,02-01-2021,AUSTIN-HUMPHREY,M,18-09-1990,JESUS-MARIA,ANTHONY48@GMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,02-11-2020,MICHAEL-BROWN,M,28-04-1913,CAPAYAN,MARIAFREY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,14-12-2020,KATELYN-ROBERTSON,F,18-04-2010,COLONIA-SAN-MANUEL,WILSONAMBER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,15-10-2020,TANYA-HOLT,F,03-05-1989,KILOMETRO-208,SHERYLJOHNSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,07-10-2020,WHITNEY-HUNTER,F,25-12-1970,IRENEO-PORTELA,CANDACE62@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,01-09-2020,KATRINA-MARTINEZ,F,25-04-1927,BERISSO,JESSICAPERKINS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,04-01-2021,JOANN-OCONNOR,F,26-01-2018,COMODORO-RIVADAVIA,LONGTIM@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,27-09-2020,SHAWN-PRICE,M,06-07-1921,CAMARON-CHICO,POLSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,23-01-2021,STEPHANIE-CHAVEZ,F,31-03-1960,CIPOLLETTI,JEFFREY83@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,14-12-2020,TANNER-GOMEZ,M,16-12-1913,12-DE-AGOSTO,LARRY11@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,06-11-2020,DR.-MARTHA-MURPHY,F,01-02-2015,CANGALLO,TTHOMPSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,28-10-2020,TERESA-BENSON,F,25-04-2009,SEY,ERIC31@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,30-10-2020,DR.-STEPHEN-CORTEZ-JR.,M,04-12-1982,BERNASCONI,COURTNEYODONNELL@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,06-09-2020,NICOLE-KING,F,20-03-1914,ARROYO-URQUIZA,VLOPEZ@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,23-11-2020,JAMES-CROSS,M,27-04-2009,ISLA-MARTIN-GARCIA,JCALDERON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,11-09-2020,KEVIN-WATSON,M,12-05-1936,ARROYO-SAN-JUAN,LCARLSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,10-01-2021,REBECCA-OBRIEN,F,26-04-2006,VILLA-SANTOS-TESEI,FMORROW@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,07-01-2021,ROBYN-WHITNEY,F,01-09-1978,ESTACION-CORONEL-PRINGLES,IALLEN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,28-01-2021,KATHERINE-CHURCH,F,03-02-1908,AGUA-DE-LAS-PALOMAS,APRIL05@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,02-09-2020,MIRANDA-HENRY-DVM,F,12-06-1952,ARANO,ANNAWHITE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,09-12-2020,STACEY-ROWLAND,F,13-09-1930,ALLENDE,DAMONPORTER@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,03-01-2021,JOSEPH-ANDERSON,M,05-12-1962,DRABBLE,TINASELLERS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,03-12-2020,SHERRI-ANDERSON,F,04-08-1971,CANTERA-VILLALONGA,DAVID90@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,29-12-2020,KARA-HUBBARD,F,13-04-1943,CUTRAL-CO,GREGORYBRYANT@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,02-11-2020,ANDREW-PHILLIPS,M,23-12-1964,AGUADA-FLORENCIO,THOMASTHOMAS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,10-01-2021,BROOKE-MARQUEZ,F,01-10-1997,ALMACEN-PIATTI,ROBERT17@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,15-10-2020,ZACHARY-JOHNSON,M,29-05-1988,AZARA,ABEST@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,07-12-2020,MATTHEW-BERG,M,09-03-1963,EL-GUALICHO,JAMESFERNANDEZ@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,31-10-2020,NICHOLAS-CASTRO,M,23-01-1933,ANAHI,THOMAS82@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,07-10-2020,MARY-FRANKLIN,F,06-01-1990,ARROYO-SECO,ROSSSARAH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,20-01-2021,JANET-BUCKLEY,F,20-09-2004,LA-AGUADA-DE-LAS-ANIMAS,ZYANG@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,12-09-2020,ERIN-GUERRERO,F,20-05-2015,ALGARROBO-VERDE,CHARLESAVERY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,13-10-2020,MICHELLE-SMITH,F,13-07-2001,ALTONA,JOHNSONSHELIA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,22-12-2020,ALYSSA-CASTRO,F,17-10-1996,COMODORO-PY,STACEY24@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,24-09-2020,LORRAINE-MARTIN,F,12-11-1931,CALILEGUA,HERBERT28@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,06-10-2020,KEVIN-MORALES,M,06-10-1988,ARENALES,SNYDERROBERT@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,19-09-2020,BRIAN-FLEMING,M,04-11-1948,ESTACION-CHRISTOPHERSEN,LMORGAN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,12-09-2020,ANGELA-SANCHEZ,F,11-12-1964,CARLOS-SPEGAZZINI,MATTHEWSASHLEE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,17-11-2020,ANDREW-GALVAN,M,04-06-1996,CIUDAD-MADERO,KARENCOBB@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,13-01-2021,JENNIFER-PRICE,F,12-11-2009,BARLETT,MARYMAYER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,29-11-2020,GINA-LUCAS,F,09-02-1970,LA-PRIMAVERA,WILLIAMSONJULIE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,24-09-2020,SAMANTHA-SPARKS,F,03-06-1952,CAMPO-DE-VILLAMIL,RACHEL74@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,17-11-2020,VINCENT-PEREZ,M,09-08-1972,BOSQUES,AARON53@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,22-01-2021,BONNIE-MARTIN,F,28-02-1936,LA-QUERENCIA,HERRERARICHARD@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,26-09-2020,ANTONIO-BERRY,M,30-10-2021,LAPRIDA,SHIRLEY52@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,11-11-2020,BIANCA-TAYLOR,F,26-02-1996,BALSA-SENILLOSA,LAURABARRETT@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,02-10-2020,BRYAN-LOPEZ,M,29-05-1952,AGUANGO,BARBARA80@GMAIL.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,24-11-2020,BRIAN-GIBSON,M,28-03-2005,IFRAN,STHOMPSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-11-2020,WARREN-HERRERA,M,16-04-1960,CAÑADON-SECO,LSMITH@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,03-11-2020,LISA-RIGGS,F,22-05-2008,CANDELARIA-SUD,BENJAMINWONG@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,13-12-2020,KEITH-HERRING,M,17-06-1976,BUENA-ESPERANZA,MANUEL63@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,14-11-2020,JAMES-ROGERS,M,02-11-1918,INGENIO-LA-PROVIDENCIA,OROZCOOLIVIA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,16-09-2020,COLLEEN-SINGH,F,14-07-1930,ALFALAND,TIFFANY59@YAHOO.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,31-10-2020,HALEY-GARCIA,F,26-06-1932,AERO-CLUB-CANAL,STEPHANIESERRANO@YAHOO.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,02-10-2020,MICHAEL-SCOTT-MD,M,09-02-2004,AMBERES,PMORGAN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,10-01-2021,WILLIAM-HUGHES,M,06-02-1908,INGENIERO-DE-MADRID,NICHOLAS20@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,01-12-2020,LESLIE-ANDERSON,F,25-01-1921,EL-CAMOATI,HARRISCATHERINE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,02-10-2020,PAUL-BROOKS,M,02-11-1950,ALGARROBO,NBUTLER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,01-02-2021,RUSSELL-FOLEY,M,19-03-1989,CASALINS,JUAN63@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,07-09-2020,KELSEY-SMITH,F,09-03-1959,CAZON,CHRISTINE95@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,01-01-2021,JESSICA-CERVANTES,F,02-04-1999,GERLI,SOBRIEN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,20-12-2020,JESSICA-MILLER,F,04-04-1929,CAMINERA-NAPALEOFU,CHRISTENSENROBERT@YAHOO.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,03-10-2020,ASHLEY-JAMES,F,20-04-2006,ALMIRANTE-BROWN,HFROST@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,21-12-2020,BARRY-KING,M,04-01-1910,COLONIA-LIA-Y-ALLENDE,AMBER95@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,09-01-2021,DYLAN-BROWN,M,20-12-2011,COMANDANTE-NICANOR-OTAMENDI,AMANDABIRD@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,22-10-2020,FRANK-HENRY,M,19-07-1920,BAJO-DE-LOS-SUELDOS,HAYNESMELISSA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,03-11-2020,JENNIFER-PRICE,F,14-08-1991,BARLETT,MORGANASHLEY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,20-09-2020,DEBRA-SMITH,F,04-06-2013,KILOMETRO-47,OLOPEZ@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,17-10-2020,JUSTIN-WARD,M,02-08-2011,ANTELO,MWOLFE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,18-12-2020,JAMES-COLE,M,25-10-1936,ARROYO-HONDO,REYNOLDSMICHAEL@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,11-10-2020,SARAH-BRADLEY,F,31-07-1989,KILMETRO-165,ICONLEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,16-09-2020,DEANNA-WILLIAMS,F,27-07-1954,EL-RETIRO,IJACOBS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,21-09-2020,MRS.-PAMELA-REYES,F,20-02-1920,CAMPO-DE-GALNASI,MATTHEWORTIZ@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,30-11-2020,SEAN-BAUER,M,24-02-1974,BARRIO-LA-UNION,WANDERSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,10-09-2020,MR.-JEFFERY-HANCOCK,M,12-07-1968,9-DE-JULIO,ROBERTREED@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,03-01-2021,RYAN-WALKER,M,20-01-1929,PLANICIE-BANDERITA,PRICETHOMAS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,26-01-2021,HEATHER-CHANDLER,F,11-05-2007,CAMPO-YAGUARETE,TRAVISSMITH@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,13-01-2021,JOSEPH-MCCONNELL,M,15-02-2016,ASAMBLEA,EDWIN45@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,25-01-2021,LINDSEY-GRAY,F,04-06-1923,INGENIERO-WILLIAMS,MELVINTURNER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,30-01-2021,MASON-WISE,M,03-07-1920,CUPILES,BRENDA62@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,22-10-2020,GERALD-HALL,M,06-09-1969,BARRIO-EMIR-RAMON-JUAREZ,SCOTT82@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,29-12-2020,SHAWN-FLOYD,M,25-11-1961,JOSE-MARIA-BLANCO,THORNTONLISA@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,15-01-2021,GRACE-WILLIAMS,F,01-05-1955,COLONIA-ALVEAR,BOWENHOLLY@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,03-01-2021,DANIELLE-JOHNSTON,F,02-12-1917,BENAVIDEZ,DAVIDSONASHLEY@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,07-01-2021,AMANDA-GARZA,F,28-11-2013,CAMPO-GIMENEZ,CMORTON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,07-12-2020,JAMES-HERNANDEZ,M,11-05-2020,LAS-PALMAS,EHANSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,22-01-2021,AMY-RIVERA,F,21-11-1961,ACEBAL,OLSONJAMES@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,27-01-2021,DR.-DARRELL-WILLIAMS,M,06-08-2007,CABRAL-CUE,ANDERSONSAMANTHA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,23-09-2020,MARISA-CLARK,F,05-06-1990,ALELOY,ORTIZRUTH@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,11-10-2020,HENRY-BARBER,M,21-05-1947,PRIMERA-JUNTA,SNOVAK@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,09-11-2020,JODI-BROOKS,F,19-05-1981,BLANDENGUES,JEREMYEVERETT@YAHOO.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,02-12-2020,PATRICK-LYNCH,M,16-11-1979,EL-JAGUEL,THOMASKRISTIN@HOTMAIL.COM
