universidades,carreras,fechas_de_inscripcion,nombres,sexo,fechas_nacimiento,codigos_postales,emails
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-04,patrick-brown,m,91-Jul-23,6628,smorgan@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-13,lisa-hutchinson,f,21-Jun-03,1808,romerojonathan@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-10,andrea-beasley,f,11-Sep-27,3061,kanderson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-26,megan-wilkinson,f,83-May-16,6550,robbinsashley@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-30,caroline-brown,f,12-Aug-09,6438,richard09@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,21-Jan-23,michael-banks,m,32-Mar-21,2718,sgraham@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-14,kayla-evans,f,45-Mar-19,1741,richardjenkins@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-27,susan-schneider,f,77-Jul-12,3188,philiphansen@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-02,willie-casey,m,43-Sep-17,4174,sarah97@gmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-30,brett-guerrero,m,49-Feb-21,6700,duane57@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-17,howard-johnson,m,44-Dec-08,5319,fwatkins@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-23,peter-morrison,m,41-Sep-16,3246,smithcharles@yahoo.com
universidad-de-buenos-aires,bioquímica,21-Jan-15,nicholas-robles,m,12-Nov-26,7612,harrisalicia@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Nov-29,bradley-green,m,17-Jan-21,6725,maureen69@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-23,emily-holt,f,64-Jul-19,6105,fowlermitchell@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-02,charles-harris,m,05-Feb-26,1688,robinwalter@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-19,john-williams,m,79-Sep-07,6748,sarah22@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-02,danielle-baker,f,65-Oct-01,5831,lindsey47@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,21-Jan-03,brittney-gardner,f,09-Nov-28,3011,nwoods@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Jan-17,bonnie-bass,f,35-May-20,1665,staylor@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-13,kendra-thomas,f,18-Jan-19,8146,johngarcia@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Dec-08,samuel-taylor,m,10-May-07,7400,jennifer33@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-31,brandi-reese,f,19-Sep-20,8347,tonyamahoney@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Sep-26,robert-lowe,m,31-Oct-30,2438,cody48@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-27,denise-weaver,f,82-Feb-23,4434,bellamanda@yahoo.com
universidad-de-buenos-aires,medicina,20-Dec-21,brianna-macias,f,24-Oct-30,2222,ejackson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-26,christine-schmidt,f,13-Oct-08,3376,mthomas@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Oct-21,gina-morrow,f,07-Apr-19,1602,aparker@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-08,dennis-moore-md,m,21-Jan-14,8407,tarafisher@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-01,susan-erickson,f,51-Oct-11,2900,tsmith@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-15,daniel-chandler,m,14-Mar-12,2501,rscott@yahoo.com
universidad-de-buenos-aires,actuario-,20-Dec-25,janice-zimmerman-md,f,75-Feb-17,3433,teresapowell@yahoo.com
universidad-de-buenos-aires,actuario-,20-Oct-10,susan-cole,f,67-Jun-02,7301,brian64@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-13,mark-quinn,m,18-Feb-24,3017,elizabethcollins@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-07,jonathan-stephens,m,01-Oct-25,5381,john64@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-08,virginia-bates,f,48-Mar-27,8336,nnorris@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Dec-22,mary-rice,f,14-Dec-20,4700,lesteven@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-24,donald-snyder,m,38-Nov-17,3203,deborah53@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-22,thomas-hill,m,67-May-28,8328,jamesrobertson@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Sep-08,evan-miller,m,82-Mar-07,3400,kathrynhill@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-11,tammy-alvarado,f,21-Apr-07,2301,garrettdavis@yahoo.com
universidad-de-buenos-aires,medicina,20-Sep-15,tonya-brown,f,11-Nov-18,6652,nbuck@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-03,tina-mendoza,f,62-Jul-24,3112,carlsonbrian@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-04,brenda-williams,f,61-Mar-05,8132,burtonamanda@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-30,brittany-rivera,f,38-Oct-06,8183,oatkins@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-13,antonio-johnson,m,42-Jun-12,7011,olsonnancy@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-24,laura-tucker,f,16-Mar-24,6433,aaronmclaughlin@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-04,rebecca-strong,f,14-Sep-26,8305,lambashlee@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-26,derek-silva,m,27-Oct-10,1659,katrinaschmidt@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-16,mr.-randall-medina,m,72-May-28,5501,ybradford@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Oct-05,luke-miller,m,54-Sep-05,3117,jwilson@yahoo.com
universidad-de-buenos-aires,actuario-,20-Nov-02,cynthia-ramos,f,39-Nov-28,6050,veronica84@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-10,brenda-robinson,f,12-Oct-22,9019,raymond71@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-05,bradley-knox,m,34-Oct-27,3230,kcollins@yahoo.com
universidad-de-buenos-aires,farmacia,20-Sep-22,michael-lopez,m,06-May-24,5433,butlerjohn@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-17,connie-hall,f,92-Oct-23,6661,mckaybrian@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-03,jaime-nguyen,f,47-Oct-31,4144,eric53@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-18,cynthia-petty,f,59-Mar-30,2905,mccoyjasmine@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-12,lisa-bridges,f,95-Feb-15,1759,april18@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,21-Jan-18,sarah-chavez,f,46-Sep-27,5351,moontiffany@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-21,mathew-lewis,m,20-Aug-29,4722,rileybrandi@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-13,autumn-carlson,f,13-Jul-28,5463,dustinriley@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-28,brandy-stout,f,15-Sep-18,6507,mitchell89@yahoo.com
universidad-de-buenos-aires,farmacia,20-Sep-10,christopher-page,m,58-Jun-15,4633,michael33@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-12,brandon-davis,m,29-Apr-23,3220,crandall@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-23,michael-pennington,m,55-Apr-16,5551,jessica95@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-10,randy-wiley,m,18-Nov-04,9213,qgarcia@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-13,adrienne-mcconnell,f,21-Jun-17,6463,irodriguez@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-05,jesse-rivas,m,89-Apr-19,1663,lawsonjared@yahoo.com
universidad-de-buenos-aires,medicina,21-Jan-20,steve-romero,m,40-Oct-28,2605,crystalcarroll@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-07,david-lucero-dvm,m,08-Apr-14,3324,brandon60@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Oct-19,christina-haney,f,24-Oct-15,3514,cward@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-28,leslie-brady,m,18-Apr-10,2405,tim01@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Nov-18,daniel-garcia,m,24-Dec-17,3327,abigailescobar@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Sep-26,brooke-holmes,f,21-Feb-14,2503,eburnett@yahoo.com
universidad-de-buenos-aires,actuario-,20-Dec-13,cynthia-murillo,f,19-Apr-07,2305,michaelsanchez@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Dec-20,keith-harris,m,58-Feb-15,1905,whitebrett@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-17,mary-goodman,f,78-Mar-18,5361,csanford@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-18,rebecca-jackson,f,94-Mar-05,3432,murphynathaniel@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-31,rebecca-ortiz,f,01-Mar-08,6075,carl60@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-28,melissa-jones,f,11-Mar-24,9301,katherine85@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-07,sara-gonzales,f,27-Nov-30,5381,bennettroger@yahoo.com
universidad-de-buenos-aires,medicina,20-Nov-12,patricia-lewis,f,42-Feb-24,1638,sarahwallace@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Oct-07,linda-hunter,f,21-Sep-03,4618,rosscarol@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Nov-18,ashlee-marquez,f,07-Jan-06,3370,jason66@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-23,daniel-baker,m,70-Jan-14,2451,vmathis@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-09,jo-dixon,f,04-May-14,6383,stephanie00@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Oct-17,christina-hall,f,27-Dec-04,1981,lisa87@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-09,jessica-adams,f,25-Mar-29,2218,andrea54@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Sep-07,ian-curtis,m,25-Aug-29,2113,patrick30@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Oct-19,patricia-green,f,09-Jan-30,3620,cynthiathomas@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-24,mary-day,f,36-Jul-17,3018,hillthomas@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-08,william-tucker,m,77-Mar-27,3048,scochran@yahoo.com
universidad-de-buenos-aires,agronomía,20-Sep-16,sean-mayo,m,98-Aug-12,7613,danielschristopher@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Nov-12,lori-gonzalez,f,85-Mar-11,7531,yanderson@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-23,kelly-brown,f,09-Feb-04,1631,brandon84@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-01,lisa-thompson,f,15-Mar-13,2600,jared67@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-08,anna-munoz,f,48-Nov-11,2341,mhawkins@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,21-Jan-29,megan-mitchell,f,54-Mar-15,2808,gmann@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-28,rebecca-singh,f,35-Sep-03,2527,qbryant@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,21-Jan-23,carla-brown,f,27-Jul-22,6605,xday@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-15,teresa-hicks-md,f,38-Sep-15,4235,curtisholloway@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-16,erin-wheeler,f,29-Nov-04,1731,bhill@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-27,matthew-little,m,21-Aug-14,5541,jennifer76@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-01,gary-pearson,m,49-Sep-06,3231,davidkelly@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-13,donna-barber,f,20-Nov-03,7501,tlawson@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-19,dustin-smith,m,33-Jun-20,6279,sbeasley@gmail.com
universidad-de-buenos-aires,farmacia,20-Oct-26,laura-gonzalez,f,53-Apr-22,3194,marisa28@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-27,david-hardy,m,18-Feb-08,5359,jasonrichards@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-28,brittany-robles-md,f,16-Mar-17,3109,josephgray@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-19,jeremy-hall,m,06-Jan-01,8505,mooresarah@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-16,jose-michael,m,45-Apr-02,3400,athompson@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-04,breanna-banks,f,09-May-15,5835,rachel57@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,21-Jan-16,micheal-kennedy,m,94-Sep-05,1900,squinn@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Nov-22,joanne-foster,f,84-Nov-21,4105,angela57@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-01,steve-farmer,m,85-Mar-04,5707,hilljerome@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-30,morgan-mcdowell,f,69-Oct-30,4155,williamsernest@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-03,kara-roberts,f,17-Jul-01,3103,paul63@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Oct-20,joshua-edwards,m,81-Jun-24,7150,elizabethcannon@gmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-11,jordan-cox,f,92-Sep-27,3018,brianwalsh@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-29,todd-vasquez,m,60-Apr-17,2800,spencerphillip@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-18,chelsea-carter,f,44-Nov-08,2401,maciaselizabeth@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-01,steven-montgomery,m,57-Oct-15,4724,meganbell@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-26,sara-valdez,f,19-Feb-11,8521,albert90@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-31,craig-vaughn,m,47-May-26,4111,amandawise@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-30,kimberly-walton-dvm,f,97-Aug-01,1625,brian12@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-15,benjamin-morris,m,94-Mar-24,1704,oparker@yahoo.com
universidad-de-buenos-aires,farmacia,20-Oct-12,suzanne-morgan,f,06-Jul-07,9405,jennifer23@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-16,patrick-hughes,m,46-Oct-10,4146,ujones@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-16,michael-wang,m,96-Sep-04,2204,heidi44@yahoo.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-12,erica-snyder,f,67-Dec-17,7300,kporter@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-18,matthew-owens,m,59-Oct-10,5612,omarshall@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-17,matthew-lawson,m,85-Jun-05,4147,lesliewebster@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-13,brian-robinson,m,37-Jul-09,8136,khall@gmail.com
universidad-de-buenos-aires,agronomía,20-Sep-12,maria-schaefer,f,30-Jul-10,3029,jeffrey18@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-02,ashlee-williams,f,73-Sep-23,4159,rickmoses@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-21,matthew-ortiz,m,12-Sep-13,2252,donna40@gmail.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-02,chad-norris,m,90-Apr-21,2633,mjohnson@gmail.com
universidad-de-buenos-aires,actuario-,20-Oct-19,jason-mendez,m,24-Jan-20,3246,barbarabennett@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Oct-27,amy-taylor,f,22-Dec-22,7412,marie74@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-02,sabrina-mcneil,f,26-Oct-04,2204,jasonavila@gmail.com
universidad-de-buenos-aires,medicina,20-Dec-09,morgan-perez,f,19-Apr-02,8181,jasmine34@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-28,emily-moss,f,47-Apr-01,6338,nancy23@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-12,gail-avery,f,21-Jan-09,5571,lisamiranda@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-20,susan-davis,f,11-Dec-18,2761,gordonwilson@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-26,amber-jensen,f,18-Sep-14,7116,mitchellcharles@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Oct-30,andrea-delacruz,f,96-Aug-17,6459,james72@gmail.com
universidad-de-buenos-aires,agronomía,20-Dec-28,kristen-hanson,f,13-Dec-02,1776,cervantesmary@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-09,valerie-evans,f,48-Jan-08,2309,stevenmathews@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-08,michael-hodges,m,10-Oct-12,1664,sean96@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-30,sarah-peck,f,92-Apr-22,6476,julie30@hotmail.com
universidad-de-buenos-aires,medicina,20-Sep-08,megan-greer,f,96-Dec-18,1708,mcguirebrady@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-28,danielle-miller,f,75-Apr-08,5400,victoria31@hotmail.com
universidad-de-buenos-aires,contador-público-,20-Sep-21,monica-li,f,14-May-21,7110,brittanystewart@yahoo.com
universidad-de-buenos-aires,agronomía,21-Jan-22,grace-green,f,57-Mar-19,3481,xtaylor@yahoo.com
universidad-de-buenos-aires,actuario-,20-Nov-04,brooke-burgess,f,52-Mar-28,3380,bradleyguzman@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-03,michael-huang,m,84-Jan-03,4139,rodriguezjames@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-29,brandy-taylor,f,69-Aug-27,3172,wmorton@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,21-Jan-27,michael-howe,m,39-Jun-25,4230,jessicarogers@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-20,timothy-rosario,m,30-Aug-17,3483,richard84@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-04,sarah-smith,f,35-Mar-30,3718,courtney25@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Dec-10,james-guerrero,m,22-Sep-03,3029,anngalloway@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-19,edward-roberts,m,35-Jan-26,3060,miguellopez@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-09,jennifer-stevens,f,13-Jun-05,7165,riveraann@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-06,victoria-vaughan,f,91-Feb-08,3216,vmullen@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-30,blake-sellers,m,69-Nov-10,2438,arthurherrera@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-22,linda-hughes,f,01-Aug-30,3263,frankwilkins@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-24,megan-graham-md,f,64-Aug-07,2703,shirley70@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-04,tonya-walker,f,28-Aug-14,3733,collinsstephanie@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Sep-14,tara-weaver,f,40-May-04,3372,brucehenderson@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-26,jeremy-rivers,m,68-Jan-02,5411,david64@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Nov-22,james-reynolds,m,08-Sep-10,5633,rickwilliams@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-18,mr.-eric-fernandez,m,42-Oct-24,9015,sarah01@gmail.com
universidad-de-buenos-aires,medicina,20-Sep-02,denise-robbins,f,43-Dec-19,8301,burnettcarla@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-14,misty-murray,f,08-May-27,9315,turnerernest@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-31,christian-johnson,m,51-Dec-08,3263,emartinez@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-19,john-fischer,m,40-Apr-11,5590,jamesdougherty@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-29,lisa-wallace,f,15-Nov-22,8504,schmidtkatherine@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-12,jessica-adkins,f,92-Jul-31,8371,william76@gmail.com
universidad-de-buenos-aires,agronomía,20-Sep-26,audrey-jefferson,f,34-Oct-28,7200,bhowe@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-23,cassandra-booth,f,55-Jan-05,6701,awhite@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-01,karen-garcia,f,54-May-07,6277,christopherhaney@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-19,john-elliott,m,84-Feb-03,8164,lawrenceshirley@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-02,donna-hoover,f,42-Apr-01,3214,lauragarner@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-01,christopher-mccarthy,m,91-Oct-19,8156,lindahughes@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-09,robin-brown,f,41-Nov-17,6237,tony36@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-02,katrina-beard,f,16-Mar-04,2603,boyerkathy@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-23,katie-cruz,f,11-Jun-30,6475,gmoreno@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-22,brittany-myers,f,65-Apr-06,5589,ramirezmichael@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-18,joshua-york,m,40-Oct-21,5563,rbell@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-30,ann-gentry,f,72-Jun-21,2303,wendy47@gmail.com
universidad-de-buenos-aires,bioquímica,20-Oct-18,sarah-rodriguez,f,23-Oct-26,6651,gregory91@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-09,tina-glass,f,61-Feb-20,2187,dereksingh@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Jan-14,stephanie-johnson,f,82-Dec-31,6509,lancerivera@gmail.com
universidad-de-buenos-aires,contador-público-,20-Nov-24,christina-leonard,f,09-Aug-01,2512,kimberly33@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-10,jeremy-sanchez,m,08-Aug-31,2183,ssimpson@hotmail.com
universidad-de-buenos-aires,actuario-,20-Nov-10,cynthia-howell,f,50-Jun-26,9103,lewisjoshua@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-01,william-snyder,m,60-Sep-23,3192,dianaatkins@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-13,erica-johnson,f,16-Aug-04,4506,westpenny@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,21-Jan-12,joseph-guerrero-md,m,90-Oct-03,5463,catherinesmith@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Nov-04,bryan-walters,m,79-Aug-07,3038,sethcarr@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Dec-29,joshua-thompson,m,86-Feb-12,1858,sarah66@yahoo.com
universidad-de-buenos-aires,farmacia,20-Sep-02,renee-ross,f,14-Jun-18,6034,joseph47@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-08,melissa-dyer,f,05-Oct-18,6101,thill@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-28,michael-zhang,m,72-Dec-27,8536,matthew63@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Sep-23,james-clark,m,01-Sep-22,3337,englishjesus@yahoo.com
