,university,career,inscription_date,name,gender,nacimiento,location,email
1520,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/18,heather nguyen,f,1949/04/14,faro querandi,mhill@gmail.com
1521,universidad tecnológica nacional,contador público ,2020/11/15,john perry iii,m,1911/06/04,colonia belgrano,isummers@yahoo.com
1522,universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/28,kaylee sullivan,f,1958/12/23,coronel granada,george78@yahoo.com
1523,universidad tecnológica nacional,licenciatura en sociología ,2020/09/25,misty contreras,f,1978/05/15,bella vista,huffjessica@gmail.com
1524,universidad tecnológica nacional,actuario ,2020/09/27,christina johnson,f,2008/02/21,11 de mayo,thomassnyder@gmail.com
1525,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/07,michael allison,m,1927/01/06,baños de la laja,amalone@hotmail.com
1526,universidad tecnológica nacional,licenciatura en sociología ,2021/01/03,james morrison,m,1923/11/18,chocori,veronicajones@yahoo.com
1527,universidad tecnológica nacional,licenciatura en psicología,2020/09/19,james cole,m,2011/01/16,correa,katherine30@hotmail.com
1528,universidad tecnológica nacional,diseño industrial,2020/09/28,michael burns,m,1942/04/13,blanca grande,carolreed@gmail.com
1529,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/17,carlos herrera,m,1984/02/26,avanzada,carterbrenda@yahoo.com
1530,universidad tecnológica nacional,licenciatura en sociología ,2020/10/25,alexander warren,m,1948/03/15,benavidez,zweber@gmail.com
1531,universidad tecnológica nacional,ciencias veterinarias,2020/12/15,lisa payne,f,2002/09/01,alto nuestra señora del valle,brayelizabeth@hotmail.com
1532,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/21,chad mccoy,m,1988/02/28,sey,nathanielmendoza@yahoo.com
1533,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/27,mr. joel rivera,m,1963/11/27,bernal este,nicolecampbell@gmail.com
1534,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/17,christopher potter,m,1929/07/28,agrio balsa,victoria88@yahoo.com
1535,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/07,dana wiggins,f,1975/02/12,alto nuestra señora del valle,chapmanashley@gmail.com
1536,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/22,mr. walter long,m,1984/12/07,alizal,melissamcdaniel@hotmail.com
1537,universidad tecnológica nacional,ingeniería electrónica,2021/01/04,nicole alexander,f,1958/09/21,arrascaeta,fishercraig@gmail.com
1538,universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/08,anthony gonzales,m,1947/02/25,victoria,trujillodeanna@hotmail.com
1539,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/01,kayla smith,f,1907/04/04,barrio garin norte,charles12@gmail.com
1540,universidad tecnológica nacional,contador público ,2021/01/01,kristen duffy,f,1915/06/13,cheroguita,krystalmendoza@yahoo.com
1541,universidad tecnológica nacional,bioquímica,2021/01/14,benjamin hamilton,m,2007/07/31,san isidro,hbell@yahoo.com
1542,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/17,amanda moore,f,1963/04/21,colonia ferrari,jeffreysnyder@yahoo.com
1543,universidad tecnológica nacional,arquitectura,2020/12/29,emily miller,f,1971/03/07,antelo,ichavez@yahoo.com
1544,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/20,dawn harrison,f,2012/06/21,el duraznillo,livingstondanny@yahoo.com
1545,universidad tecnológica nacional,medicina,2020/09/25,david turner,m,1991/04/13,barrio garin norte,michaelmejia@gmail.com
1546,universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/15,karen smith,f,1971/06/12,san isidro,tina64@hotmail.com
1547,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/21,alisha anderson,f,1975/03/24,aldea chaleco,lschwartz@yahoo.com
1548,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/05,misty brandt,f,1975/07/26,colonia belga americana,oosborn@hotmail.com
1549,universidad tecnológica nacional,medicina,2020/10/15,jose white,m,1925/08/03,agua azul,cmaldonado@gmail.com
1550,universidad tecnológica nacional,agronomía,2020/12/20,madison castaneda,f,1996/04/07,rio mayo,austincummings@hotmail.com
1551,universidad tecnológica nacional,licenciatura en sociología ,2020/11/19,mary lynch,f,1946/05/08,cabildo,anna54@gmail.com
1552,universidad tecnológica nacional,medicina,2020/11/21,sean johnson,m,1912/10/02,villa angelica,hsalazar@hotmail.com
1553,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/18,jessica schneider,f,1995/10/17,carreras,laurielucas@gmail.com
1554,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/15,sarah vargas,f,1919/09/18,agrio balsa,gmcgee@gmail.com
1555,universidad tecnológica nacional,ingeniería en informática,2020/11/11,aimee sullivan,f,1987/10/17,estrada,whall@gmail.com
1556,universidad tecnológica nacional,ingeniería en informática,2020/11/21,james russo,m,1929/05/21,banda florida,jwhite@gmail.com
1557,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/06,joseph lopez,m,2014/04/23,los cardos,joshuaatkins@yahoo.com
1558,universidad tecnológica nacional,ingeniería electrónica,2020/12/06,brandon lee,m,1997/04/15,allende,jacquelinemcclain@yahoo.com
1559,universidad tecnológica nacional,ingeniería mecánica,2020/09/21,jonathan nichols,m,1922/02/08,kilometro 525,hartmanmackenzie@gmail.com
1560,universidad tecnológica nacional,licenciatura en administración ,2020/10/04,rachel proctor,f,2007/06/16,aromos,zsanders@yahoo.com
1561,universidad tecnológica nacional,licenciatura en sociología ,2021/01/06,emily kane,f,2010/10/08,enrique fynn,danieladams@yahoo.com
1562,universidad tecnológica nacional,técnico para bioterios ,2020/09/19,janice shaw,f,1959/02/28,aurelia,nicole17@hotmail.com
1563,universidad tecnológica nacional,licenciatura en sociología ,2020/10/01,reginald castillo,m,1972/05/19,gaboto,robert69@yahoo.com
1564,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/22,tonya moss,f,1943/08/11,campo ubajo,david52@hotmail.com
1565,universidad tecnológica nacional,actuario ,2020/09/12,gerald duarte,m,1916/07/18,bañado norte,oortiz@yahoo.com
1566,universidad tecnológica nacional,farmacia,2020/09/28,john singleton,m,1938/12/13,cevil grande,lauriejones@gmail.com
1567,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/24,charles hudson,m,1923/10/03,20 de junio,elizabethjohnson@hotmail.com
1568,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/06,steven powell,m,1965/02/18,campo horquesco,richardssara@yahoo.com
1569,universidad tecnológica nacional,diseño de imagen y sonido,2020/09/10,david thompson,m,1982/07/22,aldea san gregorio,pbell@hotmail.com
1570,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/06,ms. lisa butler,f,1983/08/04,la cañada,jblair@gmail.com
1571,universidad tecnológica nacional,licenciatura en sociología ,2020/12/18,jeffrey martin,m,1974/01/15,planicie banderita,ioliver@hotmail.com
1572,universidad tecnológica nacional,licenciatura en administración ,2020/11/01,monica rogers,f,1958/07/06,gonzalez catan,jdavies@yahoo.com
1573,universidad tecnológica nacional,licenciatura en artes,2020/09/23,wendy jones,f,1958/06/02,cañada seca,elizabethjones@yahoo.com
1574,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/10,todd porter,m,2002/09/30,bañadito viejo,rotheric@yahoo.com
1575,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/16,donna zavala,f,1982/03/21,castelar,whartman@hotmail.com
1576,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/11,kimberly jensen,f,1978/03/06,asamblea,charlessingleton@hotmail.com
1577,universidad tecnológica nacional,ingeniería mecánica,2021/01/05,cynthia gallegos,f,2001/08/03,abra,brandimartin@hotmail.com
1578,universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/13,william holt,m,1923/06/07,capitan bermudez,christine30@hotmail.com
1579,universidad tecnológica nacional,licenciatura en ciencia política ,2021/01/12,sheena turner,f,2010/12/07,cabreria,sergiofrank@gmail.com
1580,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/24,lisa aguirre,f,1940/05/22,el trebol,angelica14@yahoo.com
1581,universidad tecnológica nacional,contador público ,2020/11/26,monica boyd,f,1942/02/17,pagancillo,rcarter@gmail.com
1582,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/07,andrew erickson,m,1923/12/14,la chilca,juliangoodwin@hotmail.com
1583,universidad tecnológica nacional,ciencias veterinarias,2020/11/30,thomas nelson,m,1949/01/04,funke,jamesmoses@hotmail.com
1584,universidad tecnológica nacional,ingeniería electrónica,2020/10/16,ruben garcia,m,1930/02/07,juan e barra,kristina30@hotmail.com
1585,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/06,michael kennedy,m,1950/08/21,kilometro 374,lindsay99@gmail.com
1586,universidad tecnológica nacional,bioquímica,2020/11/19,kyle gonzalez,m,1974/06/26,atalaya,chancorey@yahoo.com
1587,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/23,carrie brown,f,1912/06/24,calilegua,evansveronica@hotmail.com
1588,universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/23,shannon thompson,f,1985/04/09,huanguelen,wsims@yahoo.com
1589,universidad tecnológica nacional,licenciatura en artes,2020/11/11,jennifer mendez,f,1933/06/22,aguirrezabala,catherinesmith@yahoo.com
1590,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/05,ryan flores,m,1926/04/20,campo crenna,briannawalter@gmail.com
1591,universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/19,chad ritter,m,2016/12/14,los gauchos,scottbenjamin@hotmail.com
1592,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/13,kristin heath,f,1934/09/29,adolfo van praet,tkaufman@yahoo.com
1593,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/09,thomas johnson,m,1958/05/18,1 de mayo,sarah35@gmail.com
1594,universidad tecnológica nacional,arquitectura,2020/12/09,heather nelson,f,1990/06/06,estacion coronel pringles,arnoldjoseph@hotmail.com
1595,universidad tecnológica nacional,ingeniería electrónica,2020/10/31,carlos lucas,m,1928/05/28,ingeniero balbin,martinjordan@gmail.com
1596,universidad tecnológica nacional,farmacia,2020/11/18,dana phillips,f,1911/12/21,ambato,mark07@yahoo.com
1597,universidad tecnológica nacional,ingeniería en informática,2020/11/17,ashley irwin,f,1987/05/23,aguada de la peña,dennisrobbins@hotmail.com
1598,universidad tecnológica nacional,actuario ,2021/01/11,rebecca stewart,f,1939/07/11,san jose de piedra blanca,wcraig@yahoo.com
1599,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/16,vanessa jones,f,1960/05/01,campo andino,karenlucas@hotmail.com
1600,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/10,amber king,f,1968/09/28,aguas calientes,igarcia@hotmail.com
1601,universidad tecnológica nacional,bioquímica,2020/10/01,elizabeth winters,f,1914/10/06,camino centenario km 11500,lisa22@gmail.com
1602,universidad tecnológica nacional,medicina,2020/10/01,gerald taylor,m,1920/07/11,estacion saladas,jenkinsvictoria@gmail.com
1603,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/16,tiffany richardson,f,1951/04/11,san antonio de padua,pwilson@yahoo.com
1604,universidad tecnológica nacional,ingeniería mecánica,2020/10/21,monique dawson,f,1941/01/20,avellaneda,spencenicholas@hotmail.com
1605,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/22,sean barnett,m,1980/12/09,bella vista,wrightstacy@gmail.com
1606,universidad tecnológica nacional,arquitectura,2021/01/25,wesley jones,m,1981/03/05,cañadon chileno,michaelbrown@gmail.com
1607,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/19,david jones,m,1977/05/21,agua de los manantiales,moorebarbara@gmail.com
1608,universidad tecnológica nacional,ingeniería electrónica,2020/10/06,sandy martin,f,1949/10/15,funke,sruiz@gmail.com
1609,universidad tecnológica nacional,licenciatura en sociología ,2020/09/08,kevin blackwell md,m,1941/02/23,balde de leyes,valerie40@gmail.com
1610,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/18,joan christian,f,2005/03/17,campo peña lopez,ahunt@hotmail.com
1611,universidad tecnológica nacional,farmacia,2020/09/25,charles rodriguez,m,2012/06/24,agrelo,kjohnson@gmail.com
1612,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/14,karen booth,f,1949/07/17,jose clemente paz,brianward@gmail.com
1613,universidad tecnológica nacional,diseño industrial,2020/11/25,jason hamilton phd,m,1926/07/07,isla,riversdana@hotmail.com
1614,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/26,louis trujillo,m,1954/11/26,calle larga vieja,nguyentimothy@hotmail.com
1615,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/22,stephanie alvarez,f,2016/11/06,bajo de las palomas,williamnguyen@yahoo.com
1616,universidad tecnológica nacional,diseño industrial,2020/11/05,dillon griffin,m,1991/01/22,las toninas,hannah88@yahoo.com
1617,universidad tecnológica nacional,ingeniería mecánica,2021/01/27,michael johnson,m,1990/12/08,general urquiza,kimbrian@gmail.com
1618,universidad tecnológica nacional,farmacia,2020/09/29,justin bowen,m,1909/05/01,arroyo urquiza,charles17@hotmail.com
1619,universidad tecnológica nacional,farmacia,2020/11/03,stephanie beck,f,1910/10/01,campo el bermejo,tperez@gmail.com
1620,universidad tecnológica nacional,bioquímica,2021/01/24,dr. felicia garcia,f,1957/04/07,barro negro,imorrow@hotmail.com
1621,universidad tecnológica nacional,ciencias veterinarias,2020/11/30,robert cook,m,2010/06/08,aldea asuncion,janicejohnson@gmail.com
1622,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/01,nancy lopez,f,1996/09/21,caseros,ncordova@gmail.com
1623,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/16,donna spence,f,2005/12/18,colonia bella italia,timothy68@yahoo.com
1624,universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/04,crystal santiago,f,1974/05/10,estancia santa catalina,james48@hotmail.com
1625,universidad tecnológica nacional,farmacia,2020/12/12,nicole goodman,f,1931/01/18,barlett,whitethomas@yahoo.com
1626,universidad tecnológica nacional,farmacia,2021/01/31,tammy hurst,f,2013/12/09,colonia tacurales,xrios@gmail.com
1627,universidad tecnológica nacional,diseño de imagen y sonido,2021/01/07,william york,m,1931/01/22,berraondo,huntthomas@hotmail.com
1628,universidad tecnológica nacional,licenciatura en sociología ,2020/10/02,brian cardenas,m,2014/06/03,alicura,jennifer44@hotmail.com
1629,universidad tecnológica nacional,arquitectura,2020/09/23,susan may,f,1978/09/25,anillaco,ericalee@yahoo.com
1630,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/26,robert erickson,m,1978/11/19,cutral co,cooperjeremiah@gmail.com
1631,universidad tecnológica nacional,licenciatura en administración ,2020/10/10,debbie moore,f,1966/05/29,chumbicha,gardnersandra@hotmail.com
1632,universidad tecnológica nacional,técnico para bioterios ,2020/12/19,michael jackson,m,1983/08/28,b los aromos san patricio,jason20@hotmail.com
1633,universidad tecnológica nacional,bioquímica,2020/11/07,jason rodriguez,m,1932/07/03,la oriental,cookwilliam@hotmail.com
1634,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/28,nicholas moore,m,1925/05/14,colonia belga americana,michaelowen@hotmail.com
1635,universidad tecnológica nacional,actuario ,2020/11/17,jared perez,m,1999/12/11,arroyo manganga,diane09@gmail.com
1636,universidad tecnológica nacional,arquitectura,2021/01/22,ryan johnson,m,1994/12/10,estacion mazan,ibrown@hotmail.com
1637,universidad tecnológica nacional,contador público ,2021/01/27,mr. john hopkins,m,1972/01/04,abra guazu,evanszachary@gmail.com
1638,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/07,mary elliott,f,2018/02/09,pellegrini,schwartzjenna@gmail.com
1639,universidad tecnológica nacional,licenciatura en sociología ,2020/09/04,jason macdonald,m,1961/12/13,alcete,christophermoon@gmail.com
1640,universidad tecnológica nacional,medicina,2021/01/03,natalie goodwin,f,1989/05/22,la punta,sandovalchristopher@yahoo.com
1641,universidad tecnológica nacional,licenciatura en psicología,2020/09/27,anthony reilly,m,1907/07/03,colhue huapi,craigchapman@yahoo.com
1642,universidad tecnológica nacional,ingeniería mecánica,2020/09/17,jeremiah gutierrez,m,1962/08/17,bella union paraje,nramos@gmail.com
1643,universidad tecnológica nacional,licenciatura en psicología,2020/10/23,ricky jones,m,1995/04/26,cramer,leah62@hotmail.com
1644,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/09,robert anderson,m,1970/06/23,colonia celina,kylie62@gmail.com
1645,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/18,jacob chase,m,1928/10/23,la pelada,manndavid@hotmail.com
1646,universidad tecnológica nacional,bioquímica,2020/12/12,melinda curry,f,1921/06/18,abra de pives,ericperez@gmail.com
1647,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/21,michael olsen,m,1910/08/31,boulogne,cynthiamarquez@hotmail.com
1648,universidad tecnológica nacional,ciencias veterinarias,2020/11/09,matthew davis,m,1931/03/29,colonia duran,murphyjulia@hotmail.com
1649,universidad tecnológica nacional,diseño de imagen y sonido,2020/09/10,jeffrey lewis,m,1945/06/19,gorchs,irodriguez@hotmail.com
1650,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/08,shannon ramos,f,1933/10/25,la gama,cynthiaroberts@gmail.com
1651,universidad tecnológica nacional,licenciatura en sociología ,2020/11/02,robert taylor,m,1955/09/20,alejandra,rebeccaflores@yahoo.com
1652,universidad tecnológica nacional,licenciatura en sociología ,2021/01/04,hannah harris,f,1987/02/14,campo crisol,cordovaglen@hotmail.com
1653,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/12,brett keller,m,1999/07/28,colonia avellaneda,mhudson@gmail.com
1654,universidad tecnológica nacional,actuario ,2020/09/28,emma hughes,f,2009/07/05,acevedo,hallcourtney@yahoo.com
1655,universidad tecnológica nacional,farmacia,2021/01/28,charles krueger,m,2001/10/17,colonia gobernador ayala,jacksontimothy@hotmail.com
1656,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/20,judy casey,f,1966/01/07,el retiro,barnesmichael@hotmail.com
1657,universidad tecnológica nacional,diseño industrial,2020/12/08,john thompson,m,1972/07/20,abra del tafi,eadams@hotmail.com
1658,universidad tecnológica nacional,licenciatura en psicología,2020/11/22,ms. ashley coleman,f,1958/06/18,hospital necochea,jenniferleon@yahoo.com
1659,universidad tecnológica nacional,arquitectura,2020/12/10,lisa wilkerson,f,1976/02/08,martin coronado,nwilliams@hotmail.com
1660,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/13,ashley coffey,f,1915/08/14,anta,stephen89@yahoo.com
1661,universidad tecnológica nacional,diseño industrial,2021/01/13,samuel walker,m,2020/01/17,chovet,jessicawise@yahoo.com
1662,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/24,jordan beltran,m,1964/08/23,juan maria gutierrez,lisa05@gmail.com
1663,universidad tecnológica nacional,actuario ,2020/09/29,steven hawkins,m,1990/11/01,acassuso,piercecalvin@gmail.com
1664,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/27,timothy mitchell,m,1938/06/02,empalme frontera,manuel22@hotmail.com
1665,universidad tecnológica nacional,medicina,2020/12/12,nicole brown,f,1952/05/06,kilometro 125,stonemichelle@gmail.com
1666,universidad tecnológica nacional,medicina,2020/12/21,megan jenkins,f,1920/04/28,aguada grande,jeffery42@yahoo.com
1667,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/13,kerry smith,m,1973/07/03,alagon,herbertmcneil@gmail.com
1668,universidad tecnológica nacional,medicina,2021/01/07,rachel ross,f,1921/02/07,aparzo,garciaveronica@hotmail.com
1669,universidad tecnológica nacional,diseño industrial,2020/09/08,elizabeth smith,f,2006/05/31,abra,wallacelarry@yahoo.com
1670,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/23,shane henderson,m,1945/02/06,anguinan,sethgould@yahoo.com
1671,universidad tecnológica nacional,agronomía,2021/01/24,donald taylor,m,2011/04/10,villa saboya,silvacolton@hotmail.com
1672,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/22,melissa barker,f,1954/06/19,crotto,rebeccasanchez@yahoo.com
1673,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/05,linda oliver,f,1951/07/10,nelson,ramirezeric@gmail.com
1674,universidad tecnológica nacional,contador público ,2020/12/02,madeline hunter,f,2021/06/18,arrascaeta,spencerevans@yahoo.com
1675,universidad tecnológica nacional,ciencias veterinarias,2021/01/10,riley dodson,m,1923/02/09,bella vista,dstanton@gmail.com
1676,universidad tecnológica nacional,licenciatura en administración ,2020/11/09,patricia lopez,f,1937/03/23,lomas del rio lujan,vpowell@yahoo.com
1677,universidad tecnológica nacional,técnico para bioterios ,2020/12/21,alexander ross,m,1981/03/17,villa de mayo,langjames@gmail.com
1678,universidad tecnológica nacional,diseño de imagen y sonido,2021/01/19,gloria cooper,f,2013/09/17,comodoro rivadavia,joycebyrd@gmail.com
1679,universidad tecnológica nacional,bioquímica,2020/09/12,emily sampson,f,1954/10/11,correntoso,victoria68@hotmail.com
1680,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/19,stephen garcia,m,1935/09/01,colonia matilde,xsmith@yahoo.com
1681,universidad tecnológica nacional,licenciatura en administración ,2020/09/29,terri goodwin,f,1980/08/18,barrio la luisa,roger79@yahoo.com
1682,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/13,emily ware,f,1970/09/14,aparicio cue,wilsonnancy@hotmail.com
1683,universidad tecnológica nacional,bioquímica,2020/09/17,kristine hernandez,f,1910/02/06,30 de agosto,georgerobles@yahoo.com
1684,universidad tecnológica nacional,medicina,2020/12/22,john dawson,m,1967/09/28,calilegua,kennedyscott@yahoo.com
1685,universidad tecnológica nacional,diseño de imagen y sonido,2020/12/09,patricia owens,f,1908/10/10,cuartel v,hodgejoshua@yahoo.com
1686,universidad tecnológica nacional,ingeniería mecánica,2020/10/17,taylor gallagher,f,1911/03/19,armstrong,jeffrey34@gmail.com
1687,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/21,elizabeth knight,f,2020/04/07,cuesta del ternero,kennedykelly@gmail.com
1688,universidad tecnológica nacional,arquitectura,2020/09/29,kevin burgess,m,1967/07/14,manuel ocampo,greenpatrick@yahoo.com
1689,universidad tecnológica nacional,medicina,2020/11/12,frank luna,m,2009/02/28,barrancas,robert45@yahoo.com
1690,universidad tecnológica nacional,medicina,2020/09/22,daisy schneider,f,1982/08/26,ingeniero balbin,whenry@yahoo.com
1691,universidad tecnológica nacional,ingeniería mecánica,2020/09/29,benjamin norman,m,1927/02/20,colonia belgrano,heathergill@yahoo.com
1692,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/21,victoria krueger,f,1948/10/24,arbol verde,justin80@gmail.com
1693,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/17,kimberly meyers,f,1907/07/06,el pimpollo,timothymyers@gmail.com
1694,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/04,derrick jenkins,m,1949/09/01,villa dominico,frank72@gmail.com
1695,universidad tecnológica nacional,actuario ,2020/12/18,dr. ryan skinner,m,1964/03/03,aguirre cue,shaunmiles@hotmail.com
1696,universidad tecnológica nacional,ingeniería en informática,2020/12/29,mr. christopher williams,m,1917/12/12,campo sabate,rosariorenee@yahoo.com
1697,universidad tecnológica nacional,licenciatura en administración ,2021/01/16,thomas reed,m,2004/02/16,condarco,fward@hotmail.com
1698,universidad tecnológica nacional,licenciatura en psicología,2021/01/28,kristin smith,f,1967/05/14,baños lunlunta,esandoval@hotmail.com
1699,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/07,robert cain,m,1931/04/08,aguada san roque,herrerajesse@yahoo.com
1700,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/25,angela green,f,1983/08/15,escuela agricola don bosco,mcmahonkimberly@yahoo.com
1701,universidad tecnológica nacional,medicina,2021/01/27,amanda allen,f,1935/09/14,kilometro 374,floydvincent@yahoo.com
1702,universidad tecnológica nacional,agronomía,2020/09/10,ashley martinez,f,1960/08/04,acasape,michellelewis@hotmail.com
1703,universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/16,jonathan jacobs,m,1910/02/08,estacion saladas,estephens@yahoo.com
1704,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/25,amber mcbride,f,1933/04/10,bañado norte,matthewvincent@hotmail.com
1705,universidad tecnológica nacional,farmacia,2020/11/29,laura dawson,f,1959/07/06,benitez,tpetty@gmail.com
1706,universidad tecnológica nacional,diseño industrial,2020/10/27,marcus houston,m,1924/11/29,agua amarilla la hoyada,jennifer61@hotmail.com
1707,universidad tecnológica nacional,ingeniería mecánica,2020/11/06,debbie bell,f,1968/01/27,campo yaguarete,cookjohn@gmail.com
1708,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/13,stacey jenkins,f,1909/11/29,longchamps,bduncan@yahoo.com
1709,universidad tecnológica nacional,ingeniería en informática,2020/11/16,catherine norris,f,1990/05/25,estrada,steverodriguez@hotmail.com
1710,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/20,christopher castaneda,m,1910/05/17,sierra de la ventana,fmcgee@yahoo.com
1711,universidad tecnológica nacional,ciencias veterinarias,2021/01/19,eric jones,m,1939/11/07,bagual,nicholas52@gmail.com
1712,universidad tecnológica nacional,bioquímica,2020/12/23,steven mills,m,1939/07/25,aguada de las tejas,achan@hotmail.com
1713,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/28,matthew bennett,m,1986/05/31,aeropuerto ezeiza,tanderson@gmail.com
1714,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/28,paul miller,m,1962/05/19,dique toma,elizabeth52@hotmail.com
1715,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/09,william brooks,m,1957/10/02,la porteña,brendan63@yahoo.com
1716,universidad tecnológica nacional,ingeniería electrónica,2020/12/28,david herman,m,1908/02/01,colonia roca,michael59@gmail.com
1717,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/16,mark wright,m,1956/04/10,cañada de gomez,brandonsmith@yahoo.com
1718,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/13,andrew robbins,m,1921/07/24,17 de agosto,esullivan@yahoo.com
1719,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/03,daniel palmer,m,1911/11/06,benito juarez,craigjackson@gmail.com
1720,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/09,alice fitzgerald,f,1923/10/07,firmat,xkelly@hotmail.com
1721,universidad tecnológica nacional,licenciatura en administración ,2020/10/14,kimberly rivera,f,1936/11/04,antonio tomas,matthew90@hotmail.com
1722,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/20,madison sims,f,1972/01/06,colonia bella italia,isaac95@gmail.com
1723,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/20,sara andrews,f,1942/06/08,balneario oceano,anthonydoyle@hotmail.com
1724,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/26,samuel greer,m,1915/03/18,caimancito,tonyamora@hotmail.com
1725,universidad tecnológica nacional,licenciatura en sociología ,2021/01/18,laura bennett,f,1942/08/05,colonia bella italia,choichristine@gmail.com
