,university,career,inscription_date,nombre,sexo,birth_date,location,email
1495,universidad nacional de jujuy,ingeniería electrónica,2020/12/31,christopher wagner,m,1971/07/18,23 de agosto,christopher77@gmail.com
1496,universidad nacional de jujuy,medicina,2020/12/31,harold dunlap,m,1910/04/06,aguapey,grant34@yahoo.com
1497,universidad nacional de jujuy,farmacia,2020/12/31,heather roberts,f,1928/07/13,altamira,jaclyn91@gmail.com
1498,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/12/31,jamie peters,f,1924/11/20,empalme san carlos,qjackson@hotmail.com
1499,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/31,timothy mckinney,m,2008/11/19,crotto,nsingleton@hotmail.com
1500,universidad nacional de jujuy,licenciatura en psicología,2020/12/31,caroline byrd,f,1945/07/03,catamontaña,zjackson@gmail.com
1501,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/31,renee farrell,f,1958/05/08,agote,jodi38@hotmail.com
1502,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/31,benjamin french,m,1906/08/08,camaron chico,cruzrobert@yahoo.com
1503,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/12/31,scott garrett,m,1935/05/30,arrayanal,zarnold@yahoo.com
1504,universidad nacional de jujuy,licenciatura en psicología,2021/01/01,david herrera,m,1929/10/09,amalia,brianasmith@hotmail.com
1505,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/01,eric smith,m,1995/08/25,burzaco,ohall@hotmail.com
1506,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/01,jenna vang,f,1975/12/31,abra del tafi,zmeyer@gmail.com
1507,universidad nacional de jujuy,licenciatura en artes,2021/01/01,connor villegas,m,2002/10/26,ceres,robert01@gmail.com
1508,universidad nacional de jujuy,bioquímica,2021/01/01,matthew roberts,m,1992/01/17,arroyo baru,mark47@yahoo.com
1509,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/01,chelsea vasquez,f,1968/03/14,colonia hernandarias,joseph46@gmail.com
1510,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/01,wesley lambert,m,1983/10/29,alcaraz sud,davispatricia@hotmail.com
1511,universidad nacional de jujuy,agronomía,2021/01/01,eric henry,m,1905/12/22,llavallol,qrios@yahoo.com
1512,universidad nacional de jujuy,ingeniería electrónica,2021/01/01,walter hunt,m,2004/01/18,arbol verde,tammy14@yahoo.com
1513,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/01,jasmine bradley,f,2005/07/07,abra guazu,nicole59@yahoo.com
1514,universidad nacional de jujuy,ciencias veterinarias,2021/01/01,daniel walker,m,1976/09/25,aguango,rhonda74@gmail.com
1515,universidad nacional de jujuy,farmacia,2021/01/01,jessica harrington,f,2012/09/23,doctor domingo harosteguy,sarawilliams@gmail.com
1516,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/02,jason mcconnell,m,1945/04/26,campo cicare,jacksonpamela@gmail.com
1517,universidad nacional de jujuy,técnico para bioterios ,2021/01/02,latasha flores,f,1983/05/31,colonia rivas,xhutchinson@hotmail.com
1518,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/02,timothy hood,m,1934/04/01,arroyo del rey,zmoore@yahoo.com
1519,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/02,william price,m,1931/08/10,colonia santa rosa,robertpham@hotmail.com
1520,universidad nacional de jujuy,licenciatura en administración ,2021/01/02,richard cruz,m,1939/04/13,arenaza,qkim@hotmail.com
1521,universidad nacional de jujuy,licenciatura en administración ,2021/01/02,sabrina manning,f,2009/04/02,la plata,charles19@yahoo.com
1522,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/02,susan steele,f,1934/10/20,agua salada,miranda84@hotmail.com
1523,universidad nacional de jujuy,licenciatura en sociología ,2021/01/02,sarah brown,f,1977/04/29,villa dominico,anthony48@hotmail.com
1524,universidad nacional de jujuy,licenciatura en artes,2021/01/02,carolyn moore,f,1906/06/03,campo garabato,devin93@yahoo.com
1525,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/02,ryan olsen,m,1979/12/17,costa bonita balneario,pbyrd@yahoo.com
1526,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/02,shelby bishop,f,1971/04/02,aguada de guerra,collinsmegan@yahoo.com
1527,universidad nacional de jujuy,arquitectura,2021/01/02,joshua fisher,m,1961/02/16,ayui parada,sonyayoung@yahoo.com
1528,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/02,jacob beck,m,1925/02/15,bajo de los huesos,johnsoncharles@yahoo.com
1529,universidad nacional de jujuy,diseño industrial,2021/01/03,mark thompson,m,2004/09/04,boeuf,perry39@hotmail.com
1530,universidad nacional de jujuy,ingeniería en informática,2021/01/03,veronica brown,f,2020/05/29,pozo navagan,alan79@gmail.com
1531,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/03,andrew ramos,m,1997/05/02,asuncion,davidbailey@gmail.com
1532,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/03,pamela moore,f,1931/08/28,la dorita,rhenderson@yahoo.com
1533,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/03,lisa johnson,f,2000/03/05,arroyo grande,thomas38@yahoo.com
1534,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/03,amy richardson,f,1956/08/27,san justo,fbrewer@gmail.com
1535,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/03,kyle hughes,m,1941/03/03,estacion de zootecnia b,xmcgee@gmail.com
1536,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/03,tracy oliver,m,1956/11/16,cachari,curtis32@hotmail.com
1537,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/04,eric johnson,m,1925/01/07,arroyo isabel,vgutierrez@yahoo.com
1538,universidad nacional de jujuy,licenciatura en psicología,2021/01/04,danielle silva,f,1955/07/23,azopardo,oalvarado@yahoo.com
1539,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/04,benjamin mosley,m,1982/04/26,amilgancho,whitecrystal@yahoo.com
1540,universidad nacional de jujuy,licenciatura en sociología ,2021/01/04,david clements,m,1934/03/16,del valle,tgreene@gmail.com
1541,universidad nacional de jujuy,diseño industrial,2021/01/04,shelly reed,f,1966/08/20,25 de mayo,ryannorman@yahoo.com
1542,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/04,david smith,m,2020/12/29,estancias,travis42@gmail.com
1543,universidad nacional de jujuy,licenciatura en administración ,2021/01/04,shannon chung,m,1964/11/03,28 de julio,phenson@yahoo.com
1544,universidad nacional de jujuy,ingeniería electrónica,2021/01/04,adam keller,m,1929/02/16,isidro casanova,taylormary@yahoo.com
1545,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/04,karen johnson,f,1914/04/11,angosto del perchel,clane@hotmail.com
1546,universidad nacional de jujuy,arquitectura,2021/01/04,denise gray,f,1956/01/23,colonia hansen,juliestone@yahoo.com
1547,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/04,sarah martin,f,2014/02/02,adrian maturano,jesse49@hotmail.com
1548,universidad nacional de jujuy,actuario ,2021/01/05,gary dodson,m,2021/06/14,camino centenario km 11500,lawrencelaura@gmail.com
1549,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/05,virginia drake,f,1969/05/15,chivilcoy,christopherfarley@hotmail.com
1550,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/05,mark mccormick,m,2011/03/05,acevedo,parsonschristine@hotmail.com
1551,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/05,tiffany olson,f,1932/10/25,agote,zwalker@gmail.com
1552,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/05,tracy roman,f,1963/02/02,7 de abril,woodsrenee@hotmail.com
1553,universidad nacional de jujuy,licenciatura en psicología,2021/01/05,melissa wheeler,f,1964/10/24,caa yari,williamlawson@yahoo.com
1554,universidad nacional de jujuy,ciencias veterinarias,2021/01/05,brandon smith,m,1939/06/02,algarrobo del aguila,sandra35@hotmail.com
1555,universidad nacional de jujuy,bioquímica,2021/01/05,brandon singh,m,1992/09/28,adan quiroga,ericyoung@gmail.com
1556,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/05,jacob reilly,m,1952/11/21,planicie banderita,audrey12@yahoo.com
1557,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/05,nicholas smith,m,1909/03/03,desvio boero,jason53@hotmail.com
1558,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/05,william li,m,2001/07/21,barrientos,susan20@gmail.com
1559,universidad nacional de jujuy,contador público ,2021/01/06,joe cunningham,m,2005/03/31,casimiro gomez,christine91@yahoo.com
1560,universidad nacional de jujuy,licenciatura en sociología ,2021/01/06,eric reeves,m,2008/10/30,angosto del perchel,courtney62@hotmail.com
1561,universidad nacional de jujuy,técnico para bioterios ,2021/01/06,anna brown,f,2002/12/12,1 de mayo,jesuswebb@yahoo.com
1562,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/06,shawn griffin,m,1913/06/16,acassuso,fgibbs@yahoo.com
1563,universidad nacional de jujuy,farmacia,2021/01/06,jose pineda,m,1942/10/29,carapachay,lewiswhitney@hotmail.com
1564,universidad nacional de jujuy,ingeniería electrónica,2021/01/06,eric thomas,m,1984/06/26,colonia duportal,schneidershannon@yahoo.com
1565,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/06,christopher bennett,m,1916/08/04,boulogne,valenzuelacarolyn@yahoo.com
1566,universidad nacional de jujuy,bioquímica,2021/01/06,daniel martinez,m,1992/11/04,colhue huapi,juliagriffin@gmail.com
1567,universidad nacional de jujuy,licenciatura en sociología ,2021/01/06,cassandra herrera,f,2008/08/26,aguada del loro,jameshanson@yahoo.com
1568,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/06,rebecca spencer,f,1996/11/25,eduardo costa,matthew06@gmail.com
1569,universidad nacional de jujuy,técnico para bioterios ,2021/01/06,victor jacobs,m,1914/10/17,agua blanca,dayrichard@yahoo.com
1570,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/07,john allen,m,2005/01/22,bonifacio,brewerheather@hotmail.com
1571,universidad nacional de jujuy,ingeniería mecánica,2021/01/07,julie crawford,f,1956/01/01,la esperanza rosas las flores,michaelhill@gmail.com
1572,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/07,michael hughes,m,1941/05/12,clason,megannunez@hotmail.com
1573,universidad nacional de jujuy,ingeniería en informática,2021/01/07,robert brown,m,1959/02/08,villa angelica,cantuthomas@gmail.com
1574,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/07,brittney kennedy,f,1995/09/24,cañadon de las vacas,wjoseph@hotmail.com
1575,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/07,joyce davis,f,1986/02/21,el zurdo,hancockyvette@yahoo.com
1576,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/07,derek smith,m,1948/11/27,alongo,daniel96@yahoo.com
1577,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/08,megan thomas,f,1988/05/09,arroyo grande,derrickevans@yahoo.com
1578,universidad nacional de jujuy,agronomía,2021/01/08,dr. philip tapia,m,1907/06/05,los molinos,jennifer62@hotmail.com
1579,universidad nacional de jujuy,ingeniería electrónica,2021/01/08,donald patton,m,1981/03/19,chipauquil,kimberlylewis@yahoo.com
1580,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/08,cheryl adams,f,1935/09/12,kilometro 184,oconley@hotmail.com
1581,universidad nacional de jujuy,ingeniería mecánica,2021/01/08,mitchell erickson,m,2001/08/07,colonia pujol,jason41@yahoo.com
1582,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/08,daniel little,m,1969/03/26,angostura,colemantaylor@yahoo.com
1583,universidad nacional de jujuy,medicina,2021/01/08,deborah mcintyre,f,1984/12/09,agua de torre,nicholasjordan@hotmail.com
1584,universidad nacional de jujuy,licenciatura en administración ,2021/01/08,leonard peterson,m,1969/03/08,abalo,christopherwilson@yahoo.com
1585,universidad nacional de jujuy,ingeniería electrónica,2021/01/08,joseph parker,m,1946/08/14,caaguazu,oscar14@gmail.com
1586,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/08,jill green,f,1959/06/20,alfaland,ojohnson@hotmail.com
1587,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/08,john manning,m,2018/08/13,colonia la oracion,amanda43@hotmail.com
1588,universidad nacional de jujuy,bioquímica,2021/01/08,riley ramirez,m,1920/06/08,cerana,millermatthew@yahoo.com
1589,universidad nacional de jujuy,ingeniería mecánica,2021/01/09,ronald martinez,m,1966/06/24,el duraznillo,agreen@hotmail.com
1590,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/09,john santos,m,1989/12/03,25 de mayo,nicolehopkins@yahoo.com
1591,universidad nacional de jujuy,ingeniería electrónica,2021/01/09,joseph alvarez,m,1986/12/14,general conesa,tchang@hotmail.com
1592,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/09,gina garza,f,2019/10/02,aguada escondida,garymiller@yahoo.com
1593,universidad nacional de jujuy,licenciatura en administración ,2021/01/09,matthew martin,m,2009/02/16,aldea maria luisa,leeashley@hotmail.com
1594,universidad nacional de jujuy,arquitectura,2021/01/09,laurie williamson,f,1907/08/26,francisco alvarez,jean58@yahoo.com
1595,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/09,julia mendoza,f,1928/10/09,albardon,ashleesaunders@gmail.com
1596,universidad nacional de jujuy,farmacia,2021/01/09,george pacheco,m,2012/10/11,adrogue,franklin37@yahoo.com
1597,universidad nacional de jujuy,arquitectura,2021/01/09,nichole roberts,f,1968/04/08,agua y energia,yfrederick@yahoo.com
1598,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/09,steven clark,m,1987/04/19,allen,james84@hotmail.com
1599,universidad nacional de jujuy,ingeniería mecánica,2021/01/09,anna cohen phd,f,1970/11/17,arano,melissaanderson@gmail.com
1600,universidad nacional de jujuy,actuario ,2021/01/09,jeffrey armstrong,m,1913/01/02,cutral co,nixonashley@gmail.com
1601,universidad nacional de jujuy,bioquímica,2021/01/10,kaitlin riley,f,1916/05/05,melincue,susan10@yahoo.com
1602,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/10,melissa johns,f,1921/10/17,diaz,christopherrusso@yahoo.com
1603,universidad nacional de jujuy,licenciatura en psicología,2021/01/10,thomas sawyer,m,1973/05/27,atreuco,denise29@hotmail.com
1604,universidad nacional de jujuy,técnico para bioterios ,2021/01/10,colleen miller,f,1941/08/22,agrelo,jeffery12@gmail.com
1605,universidad nacional de jujuy,licenciatura en administración ,2021/01/10,timothy taylor,m,1926/02/12,alma grande,maddenjennifer@hotmail.com
1606,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/10,rachel cain,f,2012/09/15,chumbicha,markcolon@gmail.com
1607,universidad nacional de jujuy,licenciatura en administración ,2021/01/10,mike adams,m,1942/10/29,arroyo pelon,christopherbarnett@gmail.com
1608,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/10,louis tate,m,1921/03/30,17 de agosto,bbell@hotmail.com
1609,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/10,christopher cooper,m,1967/12/30,cabreria,katiegreen@yahoo.com
1610,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/10,amy pittman,f,1938/01/12,bocas,lewisannette@gmail.com
1611,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/10,austin smith,m,1947/10/10,alabama,tmcbride@gmail.com
1612,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/10,robert porter,m,1913/03/18,antelo,kennethgutierrez@yahoo.com
1613,universidad nacional de jujuy,técnico para bioterios ,2021/01/10,emily white,f,1973/03/21,arroyo chalia,dmelton@hotmail.com
1614,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/11,travis mendez,m,1984/01/29,bernasconi,milessandra@yahoo.com
1615,universidad nacional de jujuy,agronomía,2021/01/11,lisa smith,f,1961/10/10,cañada,batesheidi@gmail.com
1616,universidad nacional de jujuy,agronomía,2021/01/11,frank obrien,m,1924/11/29,barrio parque leloir,scurry@yahoo.com
1617,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/11,david fisher,m,2008/12/17,aguada cecilio,torreswesley@gmail.com
1618,universidad nacional de jujuy,ingeniería en informática,2021/01/11,charles garcia,m,1996/01/06,el altillo,seanjoseph@gmail.com
1619,universidad nacional de jujuy,farmacia,2021/01/11,troy ferguson,m,1911/06/29,colonia bombal y tabanera,handerson@hotmail.com
1620,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/11,corey elliott,m,2020/10/22,25 de mayo,travismichael@yahoo.com
1621,universidad nacional de jujuy,licenciatura en psicología,2021/01/11,sergio jones,m,1979/12/24,el perdido est jose guisasola,kimberlyclark@gmail.com
1622,universidad nacional de jujuy,licenciatura en psicología,2021/01/11,ashley robbins,f,1936/07/24,campo salusso,frederick52@yahoo.com
1623,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/11,richard foster,m,1973/12/24,la lucila,richardpatricia@yahoo.com
1624,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/11,cody frederick,m,1919/11/13,angel gallardo,kschneider@hotmail.com
1625,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/11,melissa moore,f,1956/02/04,cachiyuyal,erin97@yahoo.com
1626,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/11,samuel green,m,1906/04/21,anzoategui,oortiz@hotmail.com
1627,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/11,sandra miles,f,2013/03/21,bernasconi,dfrazier@gmail.com
1628,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/11,stephen juarez,m,2016/03/04,florencio varela,paul61@hotmail.com
1629,universidad nacional de jujuy,ingeniería en informática,2021/01/11,eugene jones,m,1984/08/27,villa angelica,sanchezcheryl@gmail.com
1630,universidad nacional de jujuy,ingeniería mecánica,2021/01/11,matthew murphy,m,1918/06/04,sundblad,edward67@hotmail.com
1631,universidad nacional de jujuy,medicina,2021/01/12,peter anthony,m,1933/09/22,cuenca,shawnatasha@gmail.com
1632,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/12,rachel torres,f,2012/02/03,el pingo,kcox@gmail.com
1633,universidad nacional de jujuy,agronomía,2021/01/12,kevin morris,m,1949/03/24,independencia,rstanley@hotmail.com
1634,universidad nacional de jujuy,licenciatura en administración ,2021/01/12,margaret matthews,f,2008/04/15,canal 15 cerro de la gloria,jerry60@yahoo.com
1635,universidad nacional de jujuy,técnico para bioterios ,2021/01/12,todd fitzgerald,m,1935/01/30,ituzaingo,robertsfrank@yahoo.com
1636,universidad nacional de jujuy,licenciatura en sociología ,2021/01/12,tammy robinson,f,1951/07/07,cabi monda,david76@yahoo.com
1637,universidad nacional de jujuy,contador público ,2021/01/12,terry anderson,m,1949/11/14,colonia mendez bar,christopher90@hotmail.com
1638,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/12,laurie stevenson,f,1950/09/03,ricardo rojas,rhonda99@gmail.com
1639,universidad nacional de jujuy,contador público ,2021/01/12,christopher campbell,m,1974/02/13,cañada de gomez,megan62@yahoo.com
1640,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/12,cody parker,m,1985/07/31,alejandro korn,codyhunter@hotmail.com
1641,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/12,jessica freeman,f,1996/10/21,cañada de las vacas,rbush@hotmail.com
1642,universidad nacional de jujuy,actuario ,2021/01/12,jessica wong,f,1950/01/06,antonio tomas sud,kaitlinjones@hotmail.com
1643,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/12,anthony mitchell,m,1995/04/06,agua amarilla la hoyada,lkrueger@gmail.com
1644,universidad nacional de jujuy,diseño industrial,2021/01/12,jennifer quinn,f,1997/08/31,el potrero,lgoodman@yahoo.com
1645,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/12,vincent anderson,m,1929/04/16,gobernador lanusse,loriwillis@yahoo.com
1646,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/12,joseph jackson,m,1925/06/21,altillo del medio,amy10@yahoo.com
1647,universidad nacional de jujuy,farmacia,2021/01/12,george brown,m,2011/01/09,bahia lapataia,ngriffin@hotmail.com
1648,universidad nacional de jujuy,ingeniería mecánica,2021/01/13,shawn evans,m,1953/02/20,desvio boero,uwilson@gmail.com
1649,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/13,jesus richardson,m,1948/06/28,aldea santa maria,jonesrhonda@hotmail.com
1650,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/13,william simmons,m,1960/01/10,arroyo pelon,michael13@hotmail.com
1651,universidad nacional de jujuy,licenciatura en psicología,2021/01/13,troy mcclure,m,1983/11/06,colonia lia y allende,christopherrobinson@yahoo.com
1652,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/13,stephanie guzman,f,1925/11/12,22 de mayo,chenjesse@hotmail.com
1653,universidad nacional de jujuy,arquitectura,2021/01/13,sharon giles,f,1930/11/11,campo crenna,micheal63@yahoo.com
1654,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/13,victoria roberts,f,2019/07/24,campo ubajo,amber89@yahoo.com
1655,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/13,john ryan,m,1923/01/10,arroyo aleli,clarkjill@gmail.com
1656,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/13,micheal bennett,m,1961/10/19,colonia berro,pearsonheather@hotmail.com
1657,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/14,sharon johnson,f,1963/03/09,colonia rivas,kimberlydunn@gmail.com
1658,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/14,kelly andrade,f,2009/04/10,chamical,sanchezraymond@yahoo.com
1659,universidad nacional de jujuy,bioquímica,2021/01/14,aaron arnold,m,2020/03/11,boulogne,hendersonbrandon@gmail.com
1660,universidad nacional de jujuy,licenciatura en sociología ,2021/01/14,peter brown,m,2012/09/17,boeuf,samanthabriggs@yahoo.com
1661,universidad nacional de jujuy,actuario ,2021/01/14,michael padilla,m,1939/01/10,aldea escolar,stephenbird@gmail.com
1662,universidad nacional de jujuy,farmacia,2021/01/14,william noble,m,1970/07/30,el talar,amandaschwartz@yahoo.com
1663,universidad nacional de jujuy,licenciatura en sociología ,2021/01/14,james patterson,m,1978/10/18,apeadero las chimbas,bjohnson@gmail.com
1664,universidad nacional de jujuy,licenciatura en artes,2021/01/14,kelli hoffman dvm,f,1967/05/29,acostilla,williammiller@yahoo.com
1665,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/15,samuel clark,m,1917/06/13,el alto,adamsmark@gmail.com
1666,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/15,ashley hernandez,f,1958/01/10,alto calilegua,ybenson@gmail.com
1667,universidad nacional de jujuy,farmacia,2021/01/15,jesse carroll,m,1930/09/09,colonia mabragaña,ramoseric@gmail.com
1668,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/15,benjamin russell,m,1945/05/25,caraguata,gglass@hotmail.com
1669,universidad nacional de jujuy,arquitectura,2021/01/15,wesley perez,m,1962/10/19,bajo la cancha,mthompson@yahoo.com
1670,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/15,melissa carrillo,f,2021/06/07,arroyo vega,allisonmichael@yahoo.com
1671,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/15,brian brown,m,1934/12/16,agua y energia,sara62@yahoo.com
1672,universidad nacional de jujuy,contador público ,2021/01/15,james guerrero,m,1942/09/01,colonia bella vista,jordanamy@hotmail.com
1673,universidad nacional de jujuy,ingeniería electrónica,2021/01/15,fernando cole,m,1999/05/27,aserradero arroyo,cindyfowler@yahoo.com
1674,universidad nacional de jujuy,arquitectura,2021/01/15,james jones,m,1910/04/07,adolfo rodriguez saa,qtaylor@hotmail.com
1675,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/15,alan davis,m,1953/03/29,agustin mosconi,tiffany81@hotmail.com
1676,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/15,marc wright,m,2003/01/16,cuesta del ternero,saunderscarl@hotmail.com
1677,universidad nacional de jujuy,bioquímica,2021/01/15,phillip herrera,m,1975/10/19,altona,annette15@hotmail.com
1678,universidad nacional de jujuy,arquitectura,2021/01/15,stephanie williamson,f,1975/02/06,aromos,patrickcrawford@hotmail.com
1679,universidad nacional de jujuy,licenciatura en artes,2021/01/16,adam brown,m,1998/12/29,colonia bella italia,thomasmcguire@hotmail.com
1680,universidad nacional de jujuy,actuario ,2021/01/16,christy martin,f,1917/09/08,ciudad evita,mikecooper@hotmail.com
1681,universidad nacional de jujuy,ingeniería mecánica,2021/01/16,john castillo,m,2011/01/07,arturo vatteone,gprice@hotmail.com
1682,universidad nacional de jujuy,medicina,2021/01/16,dorothy walters,f,1953/11/06,agua de castilla,xmccarthy@hotmail.com
1683,universidad nacional de jujuy,arquitectura,2021/01/16,kimberly wilson,f,1998/04/07,el arbolito,cmyers@hotmail.com
1684,universidad nacional de jujuy,licenciatura en administración ,2021/01/16,sierra davis,f,1934/04/11,cabo san fermin,smithleonard@yahoo.com
1685,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/16,randy nguyen,m,1988/11/14,est jauregui va flandria,samuelacosta@gmail.com
1686,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/16,nathan flores,m,1955/10/21,colonia baron,hermancatherine@gmail.com
1687,universidad nacional de jujuy,ingeniería en informática,2021/01/16,patrick harrison,m,1999/05/04,corral de piedras,logan97@gmail.com
1688,universidad nacional de jujuy,actuario ,2021/01/16,alex thomas,m,2000/09/29,realico,aschwartz@yahoo.com
1689,universidad nacional de jujuy,ingeniería mecánica,2021/01/17,samantha nelson,f,1962/12/28,barrancas,nathan76@hotmail.com
1690,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/17,david hubbard,m,1967/06/27,campo de mayo,jeremywalker@gmail.com
1691,universidad nacional de jujuy,bioquímica,2021/01/17,aaron sandoval,m,1996/02/29,cabo san fermin,joseph12@yahoo.com
1692,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/17,nicole castro,f,2016/01/03,calilegua,wigginsrichard@gmail.com
1693,universidad nacional de jujuy,técnico para bioterios ,2021/01/17,david jacobs,m,1972/11/17,barcala,jameswaters@gmail.com
1694,universidad nacional de jujuy,técnico para bioterios ,2021/01/17,luke bishop,m,1953/10/02,correa,bradley51@yahoo.com
1695,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/17,amy thompson,f,1913/02/27,antonio carboni,dwhite@gmail.com
1696,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/17,jay mejia,m,1970/12/23,san andres,qpaul@yahoo.com
1697,universidad nacional de jujuy,licenciatura en sociología ,2021/01/17,david harper,m,1923/04/26,sarandi,morajoseph@yahoo.com
1698,universidad nacional de jujuy,licenciatura en sociología ,2021/01/17,ernest cantrell,m,2006/04/11,13 de enero,elynch@yahoo.com
1699,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/18,sean owens,m,1928/12/16,aguaditas,harmonkristy@yahoo.com
