universidades,carreras,fechas_de_inscripcion,nombres,sexo,fechas_nacimiento,codigos_postales,direcciones,emails
universidad-de-buenos-aires,farmacia,20-Oct-12,james-james,m,90-Jan-11,4145,jenkinsmadison@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-14,erika-glover,f,93-May-01,6431,joshuaewing@gmail.com
universidad-de-buenos-aires,actuario-,20-Oct-11,miss-kari-fischer,f,13-Aug-12,2711,sierra62@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-12,michelle-johnson,f,80-Jun-16,3100,alyssamarshall@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-21,justin-foster,m,67-Nov-28,6352,lisa59@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-12,jamie-brooks,f,51-Mar-18,5529,elizabeth18@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-20,thomas-holland,m,12-May-23,5881,crystaljohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-08,david-bailey,m,02-Jun-17,5773,jonathanjohnson@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-07,deborah-dennis,f,14-Jun-22,3708,bvaughn@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-20,jill-wong,f,80-Sep-10,9400,christopherjackson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-03,jonathan-aguilar,m,90-Jan-12,3550,ynelson@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-04,susan-orr,f,94-Dec-02,1665,kimberly91@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-09,barbara-gentry,f,28-Nov-16,2324,costajoseph@gmail.com
universidad-de-buenos-aires,arquitectura,20-Nov-01,phillip-harris,m,48-Sep-30,6233,melissaramirez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-08,anna-macias,f,47-May-30,2938,anthony45@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-01,alicia-lara-md,f,92-Jan-06,5719,tfarley@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Oct-04,dale-martin,m,33-Dec-18,4650,mackenzie28@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-29,melinda-foster,f,11-Jan-19,3056,hayesrichard@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-24,steven-rogers,m,13-Jun-15,2508,henry25@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-23,amber-pena,f,77-Sep-15,6509,clairetorres@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-24,daisy-riley,f,48-Mar-24,5777,bergheather@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Dec-18,kerri-carroll,f,96-May-10,8181,kimberlysteele@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-14,amanda-simon,f,07-Mar-19,5442,ugonzalez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-05,amanda-west,f,58-May-04,4753,austinmichelle@gmail.com
universidad-de-buenos-aires,actuario-,21-Jan-20,mario-diaz,m,47-May-21,1825,elizabethnichols@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-01,jason-hernandez,m,97-Oct-22,7163,jonathanparrish@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-03,april-grant-dvm,f,86-Nov-06,5417,molinatamara@yahoo.com
universidad-de-buenos-aires,farmacia,21-Jan-06,donna-lopez,f,71-Sep-09,5603,josephshannon@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Jan-06,daniel-clark,m,94-Nov-11,9203,stephaniegeorge@gmail.com
universidad-de-buenos-aires,arquitectura,21-Jan-21,charles-graham,m,22-Oct-23,7307,xbaker@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-29,claudia-lee,f,04-Oct-17,1778,kelseyalvarez@gmail.com
universidad-de-buenos-aires,agronomía,20-Oct-04,debra-pineda,f,86-Oct-02,3021,thomasdaniel@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-02,jaime-stanley,m,51-Oct-12,9041,drodriguez@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-29,thomas-golden,m,43-May-12,8411,leah79@gmail.com
universidad-de-buenos-aires,actuario-,20-Oct-03,amanda-meza,f,12-Feb-26,3360,garciacassandra@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-13,cheryl-steele,f,18-Jan-21,7205,monicaelliott@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-14,kimberly-taylor,f,84-May-25,1672,daniellelove@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-26,jeffrey-lowe,m,49-Oct-07,6277,bakerjacob@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Dec-15,samantha-leonard,f,30-Jan-09,9021,melaniewhite@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Jan-29,elizabeth-gonzales,f,74-Oct-07,8311,sshelton@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-08,brittney-wallace,f,05-Aug-29,2745,shepherdcody@yahoo.com
universidad-de-buenos-aires,actuario-,20-Dec-02,michelle-richards,f,43-Aug-09,8183,dunnmarc@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-06,john-valencia,m,64-May-05,8373,sbender@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-13,john-brandt,m,14-Jan-03,5541,qmccarty@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,21-Feb-01,christina-smith,f,62-Jul-23,2805,yolson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-28,danny-powell,m,61-Jun-18,6071,mmorse@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-06,samuel-nguyen,m,29-May-24,1872,ilucas@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-19,nicholas-jones-dds,m,13-Jul-23,4231,byrdgerald@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-29,thomas-hodge,m,11-Oct-12,1815,kathrynbarnes@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-23,mariah-kelley,f,76-May-11,3185,vmack@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-22,william-wilson,m,09-Mar-21,2445,guy98@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-13,max-montgomery,m,43-Feb-04,3045,kristincortez@gmail.com
universidad-de-buenos-aires,medicina,20-Dec-02,austin-espinoza,m,47-May-17,6441,robert37@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-16,kathryn-gonzalez,f,09-Nov-26,8105,kgray@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-28,amber-hoffman,f,31-Apr-04,7414,mcardenas@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-12,catherine-henry,f,16-Feb-02,6706,davidweaver@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-07,stephanie-campbell,f,46-Nov-15,5707,gibsonwilliam@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-21,david-perez,m,26-Jul-16,5579,jjoseph@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,21-Jan-07,martha-summers,f,98-Sep-03,7208,nguyenkatherine@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-28,teresa-white,f,51-Jun-06,3522,kthompson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-22,joel-cole,m,26-Nov-09,4195,jeffreyalexander@gmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-17,victoria-johnson,f,69-Jan-17,8134,gilbertmaria@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-13,sharon-davis,f,10-Apr-06,3232,angela92@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-13,bridget-wells,f,15-Jan-11,9001,enichols@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-07,sean-foley,m,66-Mar-25,6748,daniellestark@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-28,tiffany-young,f,12-Jun-30,6214,rodriguezrobin@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-31,carl-berg,m,21-Sep-12,6401,pmeadows@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-31,kenneth-ramsey,m,49-Oct-02,5567,rachelcarter@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,21-Jan-02,shelly-wolfe,f,11-May-22,8361,jamesgarcia@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-18,penny-chandler,f,48-Apr-22,7261,emily95@gmail.com
universidad-de-buenos-aires,contador-público-,20-Dec-06,kim-tucker,f,34-Feb-27,3500,russosharon@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-13,tim-mack,m,99-Jul-20,5359,daymolly@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-12,mr.-gerald-wilson,m,82-Dec-23,8113,ritterkelly@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-08,theresa-evans,f,84-Apr-27,2175,brian08@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-03,mia-garcia,f,98-Sep-22,4655,ashley37@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-01,nicholas-jensen,m,67-Dec-23,4135,jill74@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-12,brooke-flores,f,31-Jul-20,9120,moorebobby@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-29,jonathan-zimmerman,m,04-Mar-01,7118,ucannon@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-12,blake-henderson,m,74-Nov-15,6000,sandrabrown@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-16,erica-burton,f,19-Jul-21,3066,xduncan@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-04,michelle-johnston,f,62-Jan-02,3445,nmcguire@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-12,jason-buckley,m,64-Apr-18,5501,sharon49@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-28,ronald-montgomery,m,05-Aug-09,6501,carol30@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-14,donald-jennings,m,63-Sep-08,7151,carolnash@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,21-Jan-08,micheal-cohen,m,02-Mar-08,4512,nshepherd@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Nov-22,jennifer-jones,f,09-Jul-24,7103,timothy15@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-30,joseph-smith,m,93-Dec-09,1804,hendersonerika@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-09,heather-park,f,48-Jan-07,9035,erin15@gmail.com
universidad-de-buenos-aires,bioquímica,20-Dec-04,dr.-cheyenne-williams,f,17-Apr-18,1774,jasonholland@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-28,megan-silva,f,43-Feb-16,5261,christopher16@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-18,timothy-jones,m,93-Sep-11,2523,evansteresa@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Nov-25,justin-medina,m,68-Apr-03,7011,anthonyholder@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Dec-16,andrew-rodriguez,m,58-Dec-08,1808,jcook@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-23,debra-jackson,f,85-Nov-18,3700,angeladuncan@gmail.com
universidad-de-buenos-aires,agronomía,20-Oct-18,steven-fox,m,02-Jul-11,6451,mia98@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-27,calvin-payne,m,12-Aug-10,6100,brianwilson@gmail.com
universidad-de-buenos-aires,farmacia,20-Nov-26,austin-evans,m,87-Apr-19,5544,carrjoshua@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-16,patricia-wallace,f,99-May-05,2607,xwilliams@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-06,adrian-murray,m,06-Jul-21,5770,navarrojennifer@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-22,marcus-martinez,m,82-Nov-26,8300,zacharymelton@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-24,karen-bolton,f,63-Jan-13,2914,holmesethan@yahoo.com
universidad-de-buenos-aires,medicina,20-Dec-26,jeanne-smith,f,08-Jul-26,3446,fwolf@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Dec-29,wayne-lane,m,08-Nov-05,6303,vasqueztodd@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-01,annette-simpson-dds,f,18-Apr-16,1925,anitaleon@yahoo.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-18,debra-moore,f,33-May-21,4650,nelsonwendy@gmail.com
universidad-de-buenos-aires,bioquímica,20-Oct-12,chelsey-harrison,f,93-Jun-14,1824,jeffrey03@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-13,amanda-stewart,f,26-Oct-16,2445,sperez@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-02,ronald-anderson,m,28-Feb-18,6500,craigroberson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-13,jennifer-russell-dds,f,90-Jul-12,8113,iwalsh@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-28,jacqueline-jones,f,79-Jun-23,3416,joseph85@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-23,kathleen-fischer,f,04-Sep-01,7163,xmorris@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Oct-22,barbara-santiago,f,51-Oct-08,5620,wandawilson@hotmail.com
universidad-de-buenos-aires,actuario-,20-Sep-16,susan-stevenson,f,36-Oct-03,5594,nicole82@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-28,thomas-perez,m,01-Sep-14,4115,jennifergriffin@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-21,patrick-lynch,m,28-Jul-04,8107,lisa55@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-28,jennifer-reed,f,54-Nov-09,8504,alicia28@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-07,michael-deleon,m,99-Jun-20,6431,dsingh@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-30,abigail-bender,f,13-Jan-14,7543,nkirk@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-26,bradley-ross,m,11-Apr-16,7212,stacymartinez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-03,donald-brown,m,98-Dec-02,7200,aguilarwilliam@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-13,lauren-west,f,84-Apr-09,4608,brooksjeffrey@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-26,laura-flores,f,76-Oct-17,7630,alexis28@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-19,mr.-benjamin-wilson,m,16-Mar-06,1778,ibaker@gmail.com
universidad-de-buenos-aires,arquitectura,20-Oct-11,randy-johnson,m,15-Aug-17,7637,anne78@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-15,tyler-long,m,71-Nov-23,9211,brockdaniel@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-06,allison-brooks,f,31-Sep-02,6100,annealexander@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-31,michelle-gordon,f,07-Aug-23,2506,ramosvalerie@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-05,ronnie-paul,m,87-Feb-04,4172,kristinpierce@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-30,pamela-browning,f,34-Feb-22,5517,devin93@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-11,donna-finley,f,41-Jun-27,2611,rachel70@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-20,michael-harmon,m,13-May-10,4168,sandra19@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-21,heather-wright,f,09-May-24,3060,christopher71@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-19,gregory-crawford,m,20-Sep-26,5736,sarahmunoz@yahoo.com
universidad-de-buenos-aires,actuario-,20-Dec-27,travis-savage,m,61-Jan-03,1635,xanderson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-02,cheryl-williams,f,67-Aug-08,5601,frederick14@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-08,michael-day,m,25-May-17,3382,ghickman@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-06,john-atkins,m,24-Aug-30,8336,welchelaine@yahoo.com
universidad-de-buenos-aires,contador-público-,21-Jan-06,megan-campbell,f,92-Mar-11,3581,rebecca76@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-27,nicole-valenzuela,f,92-Apr-28,1834,bevans@yahoo.com
universidad-de-buenos-aires,actuario-,20-Sep-10,jessica-hall,f,28-Oct-11,7000,younglindsay@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-15,john-cain,m,70-Aug-26,1752,juliesanchez@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-19,jeffrey-wood,m,18-Oct-01,3071,patricia93@hotmail.com
universidad-de-buenos-aires,medicina,20-Oct-31,shannon-wallace,f,25-Jul-13,3574,gabriel69@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-23,francisco-ramsey,m,08-Feb-25,3014,ismith@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-27,joseph-reyes,m,74-Dec-13,3188,davidramos@hotmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-14,jonathan-sparks,m,02-Aug-03,2613,xrodriguez@yahoo.com
universidad-de-buenos-aires,medicina,20-Nov-02,kathleen-silva,f,00-Mar-14,1635,debra70@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-20,amy-rodriguez,f,17-Mar-23,7214,ocaldwell@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-01,crystal-gonzalez,f,60-Mar-05,3199,hdiaz@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-29,omar-perkins,m,88-Feb-15,6660,carl93@hotmail.com
universidad-de-buenos-aires,farmacia,20-Sep-06,denise-smith,f,22-Jul-20,1678,barronjames@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-29,philip-nguyen,m,08-Mar-05,6050,fflores@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Feb-01,michelle-maddox,f,14-Feb-12,6017,jasonbowman@yahoo.com
universidad-de-buenos-aires,medicina,20-Nov-01,anthony-chapman,m,29-Jul-20,2109,edward85@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-24,mark-hardin,m,70-Jun-13,1875,smithrobin@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-15,jeffrey-mccarthy,m,95-Jan-02,3046,christopherhughes@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-25,ryan-carroll-md,m,18-Aug-14,4633,gonzalesdiana@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-26,samantha-white,f,27-Feb-09,3170,coxbrenda@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Nov-27,john-diaz,m,18-Jun-04,7151,stephen64@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-29,kyle-sullivan,m,71-Apr-23,6228,christine62@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-29,scott-smith,m,43-Dec-01,5501,drivera@gmail.com
universidad-de-buenos-aires,actuario-,20-Nov-29,patrick-schmidt,m,21-Dec-12,3487,whitneymccall@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-08,claudia-juarez,f,66-Aug-13,3332,ejohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-30,stephen-wright,m,36-Mar-14,2743,alyssalopez@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-01,joe-jackson,m,87-Aug-18,2752,adamhill@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-17,aaron-mcdaniel,m,06-Jun-23,6743,hawkinsmichael@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-28,jeffrey-george,m,14-Dec-19,3446,walkerharry@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-03,justin-hoover,m,47-Jul-12,9300,ldavis@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Jan-23,cindy-gay,f,36-Jan-25,2503,daniellejones@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-09,douglas-rodriguez,m,11-Jul-17,5413,michael08@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Oct-14,nicholas-arnold,m,14-Feb-26,7613,lcowan@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-27,destiny-bennett,f,96-Feb-29,8124,vickiedaniels@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-21,thomas-johnson,m,19-Mar-26,4722,collinschristopher@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-05,alexandra-smith,f,99-Aug-20,2187,debrajordan@yahoo.com
universidad-de-buenos-aires,agronomía,20-Nov-12,justin-morgan,m,01-Jul-02,1737,fitzgeraldjoshua@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-05,jonathan-myers,m,53-Jul-14,9227,joe07@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-24,angela-greene,f,26-Mar-13,3486,aaronclark@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Oct-02,lisa-jenkins,f,33-Nov-17,5345,blankenshipmercedes@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-29,dana-graham,f,29-May-09,6652,maryfitzgerald@hotmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-25,jennifer-moore,f,18-Nov-10,6361,mhudson@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-18,brandy-levine,f,02-Jul-29,8309,fmason@yahoo.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Sep-19,morgan-burke,f,54-Aug-21,9217,derricksnyder@yahoo.com
universidad-de-buenos-aires,arquitectura,21-Jan-25,james-oconnell,m,75-May-15,2808,stephanie69@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-20,kimberly-wright,f,31-May-26,7101,crystal63@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-31,ivan-cook,m,55-Nov-21,1774,jennifersnyder@hotmail.com
universidad-de-buenos-aires,agronomía,20-Nov-13,pamela-horton,f,21-Jun-10,1669,anthonyfernandez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-22,ricardo-morgan-jr.,m,13-Oct-27,3076,peterjimenez@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Nov-17,michael-grant,m,46-May-24,2643,wswanson@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-11,christopher-chapman,m,25-Oct-04,2705,tmccarty@gmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-26,marie-wilson,f,57-May-18,5413,dunnwilliam@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-02,gabrielle-brown,f,02-Nov-19,3641,heatherjohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Nov-30,earl-clark,m,90-Mar-19,8521,webbchristopher@yahoo.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-07,michael-erickson,m,72-Sep-19,2531,darrylgarcia@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-04,elizabeth-ho,f,02-Aug-21,2322,derrick56@gmail.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-29,maria-miles,f,10-May-28,4176,delliott@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-03,kelly-combs,f,92-Feb-09,3265,pierceamanda@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-22,steven-hall,m,75-Jun-26,3355,brian99@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-09,meghan-norton,f,75-Dec-16,7111,williamfletcher@hotmail.com
universidad-de-buenos-aires,actuario-,20-Sep-16,rodney-marks-phd,m,33-Oct-20,5340,pstrickland@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-28,sandra-wright,f,93-Oct-30,6387,fvargas@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-21,jenna-castaneda,f,36-Jun-10,6424,gonzalezjason@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-07,george-chang,m,86-Mar-05,5700,melissamacdonald@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-09,michael-hernandez,m,15-Oct-24,7009,bryantadam@hotmail.com
universidad-de-buenos-aires,medicina,21-Jan-08,david-aguirre,m,57-Aug-18,8520,joseph76@gmail.com
