universities,careers,inscription_dates,names,sexo,birth_dates,locations,direccion,emails
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,29-01-2021,JEFFREY-SANDERS,M,14-07-1923,BAJO-DE-LOS-SUELDOS,TRAMSEY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,23-11-2020,STEVEN-SAWYER,M,24-07-2010,CALILEGUA,ADAMRIGGS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,26-12-2020,ANGELA-WARD,F,07-05-1988,EL-REMANSO,TWATTS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,29-12-2020,RICKY-ELLIOTT,M,13-07-1988,MELINCUE,TAMMIECRANE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,07-11-2020,LAURIE-REED,F,15-12-1959,LA-MOROCHA,DANIELPHILLIPS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,27-01-2021,CHARLES-RAMIREZ,M,19-05-1980,EL-PORVENIR,JEREMYBROWN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,16-10-2020,NICOLE-DOUGLAS,F,07-10-1991,SUNDBLAD,ZAVALALISA@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,10-12-2020,DESTINY-SMITH,F,01-01-1942,ALGARROBITO,WILLIAM63@GMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,24-12-2020,CHRISTOPHER-POTTER,M,01-06-1968,EL-CAMPAMENTO,MARTINRENEE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,23-01-2021,JULIE-ROSE,F,12-05-1972,EL-HORNO,SPENCERFROST@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,30-01-2021,KIMBERLY-JOHNSON,F,19-09-1932,BUENA-ESPERANZA,GAINESTANYA@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,13-11-2020,BRIAN-HORTON,M,21-07-1984,GOMEZ,JOHNRODRIGUEZ@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,15-12-2020,LORI-HARVEY,F,01-04-1946,ALMACEN-CRISTIAN-SCHUBERT,CRYSTALLANG@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,04-09-2020,DANIEL-JOHNSON,M,21-01-1974,ALTO-DE-LAS-ARAÑAS,JENNIFERTHOMAS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,01-12-2020,KEVIN-WHEELER,M,01-04-1913,SANTOS-LUGARES,MICHAELHICKS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,28-10-2020,JACQUELINE-COLEMAN,F,26-01-1927,BELLA-VISTA,WTORRES@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,23-01-2021,NANCY-SERRANO,F,23-10-2006,APEADERO-LAS-CHIMBAS,TTERRELL@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,24-01-2021,SHERYL-MARTINEZ,F,16-01-1909,IRENEO-PORTELA,BRYAN24@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,25-10-2020,ROBERT-DUNN,M,24-12-2003,ARGENTINA-BELVEDERE,JACQUELINECORDOVA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,25-01-2021,ROBERT-ALLEN,M,12-05-1972,BAÑADO-VERDE,WESLEYCOOPER@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,13-11-2020,MARY-MCINTOSH,F,31-03-1961,COLONIA-LOS-SAUCES,SCHWARTZERNEST@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,10-11-2020,VANESSA-GARDNER,F,06-10-2011,ANECON-CHICO,WALTER06@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-09-2020,KEVIN-BRANDT,M,28-11-1958,CHILECITO,RSOSA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,12-01-2021,RACHEL-CRAWFORD,F,18-10-1948,INGENIERO-DE-MADRID,APEREZ@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,08-10-2020,ELIZABETH-CHAMBERS,F,06-04-1914,GUAMINI,YRAMOS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,30-10-2020,JESSICA-THOMPSON,F,15-12-2003,ALDEA-BRASILERA,CHRISTINE70@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,16-12-2020,JENNIFER-TURNER,F,21-07-2009,VICTORIA,FGREEN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,27-01-2021,AMANDA-LOPEZ,F,19-04-1917,EL-ESPINILLO,MARTHADOUGLAS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,30-01-2021,MICHAEL-THOMAS,M,18-11-1919,ARANGUREN,ADAMSTRACY@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,16-11-2020,JOHN-HERRING,M,21-01-1985,JOSE-CLEMENTE-PAZ,ANGELA39@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,03-12-2020,DENISE-BURKE,F,31-12-1918,ALTO-GRANDE,WILLIAMSALLISON@YAHOO.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,17-12-2020,TROY-MOORE,M,08-08-2016,DEFERRARI,BRADLEY42@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,17-11-2020,MICHAEL-JUAREZ,M,17-07-1930,ALEJANDRO-KORN,MCAMACHO@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,09-09-2020,CONNOR-HOLLAND,M,16-05-1990,COLONIA-CORONEL-DORREGO,BRIAN24@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,11-10-2020,CHRISTOPHER-FLORES,M,09-05-1941,CANAL-15-CERRO-DE-LA-GLORIA,DANIELBELL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,27-01-2021,KEVIN-BRYANT,M,11-09-1920,BOSQUES,JODYCOFFEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,10-10-2020,WILLIAM-ROMAN,M,06-08-1941,CAMPO-LARGO,ALICIAREID@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,16-12-2020,MCKENZIE-WHITE,F,19-07-2011,CAPITAN-LAZO,TRACY60@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,17-11-2020,GERALD-GRAY,M,25-03-1959,EL-DURAZNILLO,OSBORNEDONALD@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,28-01-2021,HANNAH-BROOKS,F,20-05-1972,ARROYO-URQUIZA,RALPH03@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,24-11-2020,CYNTHIA-DUKE,F,22-05-1928,ALBERTO-FLORES,JOHN54@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,24-10-2020,NATALIE-YATES,F,09-02-1973,ARBOLEDA,KTAYLOR@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,28-12-2020,THERESA-HERRERA,F,14-03-1969,CAAGUAZU,PATRICIA04@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,20-09-2020,AMY-HALL,F,11-02-1928,CAFFERATA,JPORTER@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,27-09-2020,JEFFREY-EDWARDS,M,02-10-2012,FELICIA,DMOSS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,22-09-2020,AMANDA-AGUILAR,F,27-08-1941,CAMPO-QUIÑONES,HANDERSEN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,18-12-2020,YVETTE-SANCHEZ,F,10-10-1953,BERABEVU,JESSICA79@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,16-12-2020,KRISTY-TURNER,F,02-07-2019,CALVO,GROSSCATHERINE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,16-10-2020,KELLY-CRUZ,F,07-03-1908,ALELOY,JULIEHUGHES@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,30-10-2020,BRANDY-CAMERON,F,27-08-1992,HUGHES,TODDWARREN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,12-01-2021,JOHN-JACKSON,M,23-08-2004,CAMPO-DE-LOS-TOROS,JEFFREYFREEMAN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,30-10-2020,KENNETH-NIELSEN,M,04-09-1925,ACONQUIJA,ANTHONYCHEN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,15-11-2020,COREY-BUTLER,M,29-05-1949,BARRIO-EL-MOLINO,SHELIALIN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,29-01-2021,MR.-BLAKE-RAMOS,M,21-04-1933,BERRAONDO,JULIA14@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,25-12-2020,MRS.-KATHLEEN-RODRIGUEZ,F,23-07-1907,LA-BUANA-MOZA,STEVEN46@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,27-12-2020,SANDRA-BASS,F,29-07-1988,CALEUFU,ALBERTGIBBS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,21-10-2020,MEGAN-ESPINOZA,F,23-02-2006,PLANCHADA-BANDERITA,YSCHMIDT@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,12-12-2020,MITCHELL-JOHNSON,M,13-10-1996,TABLADA,LINDA52@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,29-01-2021,LINDA-BENTON,F,19-04-1930,BARCALA,MICHAEL72@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,08-01-2021,DR.-DONALD-SMITH,M,03-08-1960,MAORI,RPOPE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,10-12-2020,HEATHER-BELL,F,26-09-1914,COLONIA-JAUREGUI,CYNTHIAMOORE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,26-12-2020,MARK-STEPHENS,M,11-05-1954,COLONIA-ESPAÑA,KRISTIGRAHAM@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,06-01-2021,TIMOTHY-THOMAS,M,11-10-1988,AGUIRRE-CUE,KATHLEEN23@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,18-01-2021,JAMES-WAGNER,M,24-09-1955,CONCEPCION-DEL-BERMEJO,ALLEN98@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,01-10-2020,DAVID-VARGAS,M,22-05-1993,LA-CAÑADA,ASHLEY28@GMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,28-12-2020,DEANNA-PETERSEN,F,16-05-1914,COLONIA-CENTENARIO,KBROWN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,25-01-2021,CODY-DAY,M,21-04-1931,ARRIBEÑOS,MICHAEL25@YAHOO.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,07-09-2020,YVONNE-MATHIS,F,17-03-2002,CAMPO-CARETTO,RHAMILTON@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,10-12-2020,ELIZABETH-FREEMAN,F,24-09-2014,CERES,TAMMY11@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,03-12-2020,STEPHEN-COOPER,M,05-11-1923,ABRA-RICA,ANNETTECALDERON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,22-01-2021,CATHERINE-PERKINS,F,15-05-1955,ALDEA-BRASILERA,JERRY21@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,15-09-2020,ERIC-MATTHEWS,M,10-07-1940,ESTACION-SOLA,SGIBSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,05-10-2020,SUSAN-GONZALEZ,F,06-05-1929,BARRIO-VILLA-ADELA,UEDWARDS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,09-12-2020,GREGORY-BAKER,M,19-09-1992,CAICHUE,MICHAELGUERRERO@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,13-11-2020,TODD-TURNER,M,23-02-1922,CAÑADON-LEON,QLOPEZ@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,25-12-2020,AMANDA-BARTLETT,F,09-04-1953,LOS-CARDOS,IKENNEDY@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,03-10-2020,BRIAN-MARTIN,M,21-09-1964,CRAMER,HARTRICHARD@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,02-12-2020,BRIAN-VELASQUEZ,M,09-02-1971,ALISOS--DE-ABAJO,GIBSONLISA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,09-09-2020,RICKY-DIAZ,M,24-07-1910,BOULOGNE,ANTHONYATKINS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,09-01-2021,CAITLIN-WILLIAMS,F,19-09-1997,AYACUCHO,THOMASRENEE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,14-12-2020,BETHANY-DAVIS,F,24-04-1940,AEROPUERTO-EZEIZA,JACOB43@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,02-01-2021,KARA-THOMAS,F,01-02-1981,COLONIA-CALIFORNIA,DELGADOANGEL@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,07-12-2020,DANNY-ADKINS,M,13-03-2006,KILOMETRO-45,SUSAN72@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,25-10-2020,ARTHUR-STEWART,M,22-09-1997,RIO-TALA,EDWARDSPAUL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,17-09-2020,NICOLE-GREEN,F,13-05-1921,CLASON,MARTINVINCENT@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,28-11-2020,MARC-WEAVER,M,27-03-1935,COLONIA-BERTOZZI,VCOLE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,27-01-2021,ALEX-HOLLAND,M,25-05-1944,BALNEARIO-OCEANO,YBRENNAN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,11-11-2020,ALEXANDER-WRIGHT,M,21-01-1951,BUENA-VISTA,JONESJOHNATHAN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,01-11-2020,DAVID-MANNING,M,13-04-2011,ATUEL-SUD,JOELMAXWELL@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,25-11-2020,BRADLEY-ESCOBAR,M,27-09-1943,BIGAND,MARK85@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,24-11-2020,BRANDON-GORDON,M,31-10-1971,EL-TALAR,SHELTONLISA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,24-12-2020,ANDRE-MOORE,M,07-08-1916,BANDERALO,SCOTT77@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,10-10-2020,HUNTER-CROSS,M,28-06-1977,CHAÑARCITO,MAURICESANCHEZ@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,01-01-2021,MS.-DEBRA-STEPHENS,F,01-08-1951,MESON-DE-FIERRO,STEPHANIE26@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,22-12-2020,JODI-ROBERTSON,F,09-06-2000,CAMPO-MONTE-LA-VIRUELA,ROBERTSONSCOTT@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,28-11-2020,MEGAN-SCHMIDT,F,22-05-1984,FORTIN-CHACO,ALARSEN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,27-09-2020,CHARLES-BARKER,M,05-03-1960,CABRED,DHORNE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,26-01-2021,ERIN-DRAKE,F,03-08-1972,LA-ORIENTAL,LYNCHDEBORAH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,22-09-2020,MARIA-PACE,F,05-07-1963,ACOSTILLA,PAMELA37@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,10-01-2021,KENDRA-PACE,F,16-09-1927,ANCON,EILEENKNIGHT@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,16-01-2021,JONATHAN-SHERMAN,M,13-07-1966,BARRIO-LA-UNION,DJONES@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,17-11-2020,JASON-WEAVER,M,10-05-1993,ARROYO-QUILLEN,TPATRICK@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,02-01-2021,ANTHONY-BENNETT,M,20-05-1988,GABOTO,VYOUNG@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,05-12-2020,MEGHAN-ROY,F,13-03-2003,EL-TRIUNFO,KELLYBRYANT@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,16-11-2020,LISA-HALL,F,25-11-1947,MEMBRILLAR,GUZMANMITCHELL@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,13-10-2020,MARTIN-SAVAGE,M,02-10-1995,BOUQUET,FLORESMANUEL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,29-12-2020,MARK-MILLS,M,13-12-1963,AGUADA-A-PIQUE,UGREENE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,06-11-2020,TAYLOR-PETERSON,F,01-12-1969,GENTE-GRANDE,MERCADOMARISSA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,18-10-2020,KENNETH-HICKS,M,22-07-1994,AGUA-COLORADA,NTHOMPSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,16-01-2021,REBECCA-BOOKER,F,09-09-1967,KILOMETRO-23,LRICHARDSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,21-09-2020,MARIA-BARRETT,F,07-06-1925,2-DE-MAYO,GWHITAKER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,08-11-2020,MEGHAN-MOORE,F,18-11-1989,BENITO-JUAREZ,BMCKAY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,26-09-2020,ROBERT-FLYNN,M,26-12-2018,ABRA-DE-PEÑAS,RANDY60@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,20-01-2021,TODD-BEARD,M,02-05-1997,LA-CHINACA,AARON20@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,01-10-2020,STEPHANIE-GARCIA,F,24-05-1983,ALVARO-BARROS,LOUISGONZALES@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,23-10-2020,CHRISTINE-ORTEGA,F,11-03-1990,BERNARDO-LARROUDE,TROYMCDONALD@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,29-12-2020,JOSEPH-ANDERSON,M,30-07-1958,MANUEL-OCAMPO,SMITHSHERRI@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,17-12-2020,MICHAEL-JONES,M,27-09-1989,MERLO,TAYLOR65@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,09-10-2020,ADAM-FERGUSON,M,01-06-1948,CAPIHUAS,MICHELLE08@GMAIL.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,22-11-2020,EDUARDO-COLE,M,30-08-1980,ANGOSTURA,SAMPSONMICHAEL@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,19-12-2020,SANDRA-ROBERTSON,F,02-11-1974,ALDEA-FORESTAL,ERIN86@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,20-10-2020,FRANCISCO-MATTHEWS,M,07-08-1953,CAMINO-CENTENARIO-KM-11500,FARRELLDAVID@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,22-11-2020,DR.-STEVEN-GALLOWAY,M,13-03-2008,CAMPO-LA-FLOR-LOS-RALOS,JENNIFER16@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,13-12-2020,KAREN-KRAUSE,F,18-12-1929,BALNEARIO-ATLANTIDA,KRISTINBROOKS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,28-11-2020,JOHN-ROSS,M,31-03-2021,ALTAMIRANO-NORTE,PYOUNG@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,11-11-2020,SUSAN-ROTH,F,12-09-1983,BARRIO-JARDIN-LUZURIAGA,RHALL@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,06-01-2021,CHRISTOPHER-TAYLOR,M,08-06-1976,BONPLAND-NORTE,HALLMARY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,05-01-2021,LISA-THOMAS,F,27-11-2000,VILLA-RUIZ,DAVISKAREN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,06-11-2020,BRIAN-JOHNSON,M,24-09-1980,COLONIA-SANTA-ROSA,ASHLEY35@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,18-11-2020,PATRICK-MATHEWS,M,27-05-1981,COLONIA-ABATE,DONNA06@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,12-11-2020,JENNIFER-LOPEZ,F,29-11-1917,ESTACION-CHRISTOPHERSEN,JOHN98@YAHOO.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,14-01-2021,JESUS-ARIAS,M,21-12-2010,ALFREDO-DEMARCHI,TREVORNOLAN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,10-12-2020,ERIC-MCCOY,M,16-04-1934,CAMBA-PASO,OCOOPER@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,03-12-2020,MANUEL-LINDSEY,M,12-09-1910,EL-JUNCALITO,MICHAELBURKE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,28-10-2020,KATIE-WATKINS,F,19-04-1916,EL-ABANICO,CYNTHIASANDERS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,09-10-2020,ANGELA-HERRING,F,06-07-2010,BAHIA-SOLANO,MICHAELGRAHAM@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,28-01-2021,CHRISTOPHER-ENGLISH,M,30-06-1958,TRISTAN-SUAREZ,ZVELASQUEZ@HOTMAIL.COM
